Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
objects.devices.repairstation.desc,"Robot- és drónkarbantartást végez, megjavít minden sérülést.",,
objects.devices.researchstation,Kutatóállomás,,
objects.devices.researchstation.desc,A tudományos ismeretekkel rendelkező emberek használhatják a kutatóállomást bizonyos típusú <b>datoidok</b> előállítására.,2023-07-10,
objects.devices.securitycontrols,Biztonsági Vezérlő,,
objects.devices.securitycontrols.desc,"Egy kényelmes helyről kezeli az összes biztonsággal kapcsolatos eszközt. A működéshez ugyanazon a hálózaton kell lennie, mint a biztonsági eszközöknek és a Fedélzeti Számítógépnek.",,
objects.devices.shipcomputer,Fedélzeti számítógép,,
objects.devices.shipcomputer.desc,"Tartalmazza a neurális hálózatod. A működési hatékonyság a neurális hálózat töredezettségi szintjétől függ, amely idővel lassan romlik. A töredezettségmentesítési eljárás visszaállítja a teljes működőképességet. Zárt térben extrém mennyiségű hőt termelhet.",2022-11-15,
objects.devices.shower,Zuhanyzó,,
objects.devices.shower.desc,"Egy hely, ahol a kolonisták megmoshatják magukat.",,
objects.devices.shuttle,Űrsikló,,
objects.devices.shuttle.desc,"Egy kis űrsikló, amely néhány munkás és rakomány befogadására alkalmas. Képes leszállni a bolygókra.",,
objects.devices.sleepingpod,Alvókapszula,,
objects.devices.sleepingpod.desc,Privát alvóhüvely egy kolonista számára. Magánéletet és fokozott pihenést biztosít.,,
objects.devices.solarpanel,Napelem ({0}kW),,
objects.devices.solarpanel.desc,"Tiszta állapotban állandó {0}kW áramot termel. Idővel felhalmozódnak rajta a porrészecskék, és veszít a hatékonyságából. Drónokkal tisztítható.",,
objects.devices.solarpanelarray,Napelem Tömb ({0}kW),,
objects.devices.solarpanelarray.desc,"Tiszta állapotban állandó {0}kW áramot termel. Idővel felhalmozódnak rajta a porrészecskék, és veszít a hatékonyságából. Drónokkal tisztítható.",,
objects.devices.solarpanelarray2,Napelem Tömb ({0}kW),,
objects.devices.solarpanelarray2.desc,"Tiszta állapotban állandó {0}kW áramot termel. Idővel felhalmozódnak rajta a porrészecskék, és veszít a hatékonyságából. Drónokkal tisztítható.",,
objects.devices.stardeuslogo,Stardeus Logó,,
objects.devices.stardeuslogo.desc,Egy hatalmas Stardeus logó. Leginkább poszterek készítésére.,,
objects.devices.stasisarray,Hibernációs Kamra,,
objects.devices.stasisarray.desc,"Egy hely, ahol a kolonisták mély álomba merülnek hosszú távú utazás céljából. Szükséges az intergalaktikus repüléshez, hogy megakadályozza a kolonisták öregedését.",,
objects.devices.stasispod,Hibernációs Kapszula,,
objects.devices.stasispod.desc,"A Hibernációs Kapszula tartalmazhat hibernált élőlényeket, és nagy távolságokat utazhat az űrben.",,
objects.devices.storage,Tárolóegység,,
objects.devices.storage.desc,A munkások a kényelem kedvéért ide gyűjtik és szállítják a nyersanyagokat. Beállítható bizonyos típusú anyagok elfogadására vagy elutasítására.,,
objects.devices.switch,Kapcsoló,,
objects.devices.switch.desc,"Egyszerű villanykapcsoló. Csatlakoztasd a hálózatot ezeken a kapcsolókon keresztül, hogy a csatlakozások módosítása nélkül szabályozhasd az elektromos áram áramlását.",,
objects.devices.systemscanner,Rendszer Letapogató,,
objects.devices.systemscanner.desc,A Radar továbbfejlesztett változata. Képes letapogatni a jelenlegi csillagrendszeren belüli objektumokat.,,
objects.devices.teleporter,Teleportáló,,
objects.devices.teleporter.desc,"Egy kis eszköz, amely lehetővé teszi különféle tárgyak, sőt élőlények közeli teleportálását. A készülék 99,997%-ban megbízható és nagyon biztonságos!",2022-08-14,
objects.devices.telescope,Teleszkóp,,
objects.devices.telescope.desc,"Használd a teleszkópot, hogy potenciálisan lakható bolygót találj, amelyet terraformálhatunk kolóniánk új otthonává.",,
objects.devices.terraformcontrols,Terraformáló Konzol,,
objects.devices.terraformcontrols.desc,"Vezérlőterminál, amely lehetővé teszi a bolygók terraformálási műveleteinek kezelését.",,
objects.devices.terraformeraqua,Ócean generátor,,
objects.devices.terraformeraqua.desc,"Terraformáló eszköz, amely óceánokat generál. Futtasd, amíg a hajód egy terraformálható bolygó közelében van.",,
objects.devices.terraformeratmo,Atmoszféra Generátor,,
objects.devices.terraformeratmo.desc,"Terraformáló eszköz, amely a légteret hozza létre. Futtasd, amíg a hajód egy terraformálható bolygó közelében van.",,
objects.devices.terraformerbio,Bioszféra generátor,,
objects.devices.terraformerbio.desc,"Bioszférát létrehozó terraformáló eszköz. Futtasd, amíg a hajód egy terraformálható bolygó közelében van.",,
objects.devices.terraformerterrain,Terepgenerátor,,
objects.devices.terraformerterrain.desc,"Terepformázó eszköz, amely a terepet formálja meg. Futtasd, amíg a hajód egy terraformálható bolygó közelében van.",,
objects.devices.thruster,Hajtómű,,
objects.devices.thruster.desc,"Kompakt hajtómű, hasznos az aszteroidák elkerülésére. Kis távolságok megtételére használható.",2022-01-07,
objects.devices.toilet,Budi,,
objects.devices.toilet.desc,"Egy hely, ahol méltósággal enyhíthetsz magadon.",,
objects.devices.tractorbeam,Vonósugár,,
objects.devices.tractorbeam.desc,"Elektromágneses sugarat hoz létre, amely képes egyes repülő tárgyakat a kiválasztott <b>Vonósugár Célpont</b> felé irányítani. A célokat külön kell megépíteni.",,
objects.devices.treadmill,Futópad,,
objects.devices.treadmill.desc,"Az edzés mellett a futópad használat közben áramot is termel. Nem túl sokat, de hé! Az ingyen energia az ingyen energia.",,
objects.devices.tubefeeder,Csőadagoló,,
objects.devices.tubefeeder.desc,"Lehetővé teszi, hogy mindenféle tápanyagot feldolgozz, és közvetlenül a kolonisták véráramába juttasd azokat a csöveken keresztül, amelyek a hajóburkolat alatti Hibernációs Kamrához csatlakoznak. Kolonistánként növeli a villamosenergia termelést. Helyezd a Csőadagolót egy helyiségbe a Hibernációs Kamrával.",2022-03-19,
objects.devices.voidripper,Űrszakító,,
objects.devices.voidripper.desc,"Egy baljós megjelenésű eszköz, amely képes aktiválni a tér-idő kontinuumot két fekete lyuk között, lehetővé téve a galaxisok közötti utazást a másodperc törtrésze alatt. Sajnos nem lehet megmondani, hová vezet egy fekete lyuk, amíg át nem mész rajta, és nincs garancia arra, hogy vissza is tudsz jutni ugyan oda ahonnan jöttél. Minden galaxis közepén találhatsz egy fekete lyukat. Minden használat után hosszú töltést igényel.",,
objects.devices.winchanchor,Csörlőhorgony,,
objects.devices.winchanchor.desc,"Használd a horgonyt a Csörlőhoroggal együtt, hogy összekösd a hajó leszakadt részeit. A kisebb rész a nagyobb felé mozog.<br><br>A mozgatható szakaszok megtekintéséhez használd a Szekciók Nézetet.",2022-10-11,
objects.devices.winchhook,Csörlőhorog,,
objects.devices.winchhook.desc,"Használd a horgot a Csörlőhorgonnyal együtt, hogy összekösd a hajó törött részeit. A kisebb rész a nagyobb felé mozog.<br><br>A mozgatható szakaszok megtekintéséhez használja a Szekciók Nézetet.",2022-10-11,
objects.furniture.armchair,Karosszék,,
objects.furniture.armchair.desc,Egy nagy kényelmes szék karfával.,,
objects.furniture.bedsteel,Acél ágy,,
objects.furniture.bedsteel.desc,Egy kolonista fekhelye,,
objects.furniture.bedsteeldouble,Acél dupla ágy,,
objects.furniture.bedsteeldouble.desc,Egy királyi méretű ágy két fő részére,,
objects.furniture.bedwood,Fa Ágy,,
objects.furniture.bedwood.desc,Egy kolonista fekhelye,,
objects.furniture.bedwooddouble,Fa dupla ágy,,
objects.furniture.bedwooddouble.desc,Egy királyi méretű ágy két fő részére,,
objects.furniture.cabinet,Szekrény,,
objects.furniture.cabinet.desc,"Ha van valamid, amiről nem tudod pontosan, hogy hova tegyél, egyszerűen dobd be a szekrénybe.",,
objects.furniture.chaircaptain,Kapitányi szék,,
objects.furniture.chaircaptain.desc,"Csúcstechnológiás szék, amely jól illeszkedik a Hídvezérléshez.",,
objects.furniture.chairsteel,Acél szék,,
objects.furniture.chairsteel.desc,"Egy hely, amire emberek ülhetnek. Praktikus és olcsó elkészíteni, de nem túl kényelmes.",,
objects.furniture.chairwood,Fa szék,,
objects.furniture.chairwood.desc,"Egy hely, amire emberek ülhetnek. Olyan, mint egy normál földi szék, még akkoriban, amikor a Föld még létezett.",,
objects.furniture.largepantry,Nagy éléskamra,,
objects.furniture.largepantry.desc,"Nagyobb tároló különféle élelmiszer-összetevők, például kávébab, gabona és liszt számára.",,
objects.furniture.pantry,Éléskamra,,
objects.furniture.pantry.desc,"Kis tároló különféle élelmiszer-összetevők, például kávébab, gabona és liszt tárolására.",,
objects.furniture.petbed,Állatágy,,
objects.furniture.petbed.desc,Egy kényelmes ágy a kicsiknek.,,
objects.furniture.petbowl,Etetőtál,,
objects.furniture.petbowl.desc,"Egy tál, amibe ennivalót lehet tenni a kicsiknek.",,
objects.furniture.sofa,Kanapé,,
objects.furniture.sofa.desc,Egy kényelmes bútordarab a pihenéshez,,
objects.furniture.tablesteel1x2,Pici acél asztal,,
objects.furniture.tablesteel1x2.desc,"Kicsi, 1x2-es asztal, amire le lehet tenni dolgokat és enni lehet. Olyan érzés, mintha börtönökbe készült volna.",,
objects.furniture.tablesteel1x3,Nagy acél asztal,,
objects.furniture.tablesteel1x3.desc,"Nagy, 1x3-as asztal, amire lerakhatod a dolgokat és étkezhetsz. Olyan érzés, mintha börtönökbe készült volna.",,
objects.furniture.tablewood1x2,Kis fa asztal,,
objects.furniture.tablewood1x2.desc,"Kicsi, 1x2-es asztal, amire le lehet tenni dolgokat és enni lehet. A fa mindenkit az otthonra emlékeztet.",,
objects.furniture.tablewood1x3,Nagy fa asztal,,
objects.furniture.tablewood1x3.desc,"Nagy, 1x3-as asztal, amire lerakhatod a dolgokat és étkezhetsz. A fa mindenkit az otthonra emlékeztet.",,
objects.furniture.vase01,Váza,,
objects.furniture.vase01.desc,Stílusos fém edény kis növények termesztéséhez.,,
objects.furniture.wardrobesteel,Acél ruhásszekrény,,
objects.furniture.wardrobesteel.desc,Ruhadarabok elhelyezésére szolgáló hely.,,
off,Ki,,"In combination with ""off"" could be used to describe several things:
1. State of device (turned on or turned off)
2. State of equipment: equipped (on) or unequipped (off). As in ""the hat is on"", ""the space suit is off"""
offline,Elérhetetlen,,
offline.robots,Offline robotok,,
offline.workers,Elérhetetlen munkások,,
offset,Eltolás,,
ok,OK,,
on,Be,,"In combination with ""off"" could be used to describe several things:
1. State of device (turned on or turned off)
2. State of equipment: equipped (on) or unequipped (off). As in ""the hat is on"", ""the space suit is off"""
on.expedition,Expedíción,,
on.fire,Lángokban áll!,,
ongoing.copter.mission.tip,Folyamatban lévő helikopter küldetés,,
ongoing.missions,Folyamatban lévő küldetések,,
ongoing.trade,Kereskedés folyamatban,,
open,Kinyit,,
open.capsule,Kapszula kinyitása,,
open.changelog,Változásnapló megnyitása,,
open.codex,Kódex felnyitása,,
open.dir,Mappa megnyitása,,
open.emblems.folder,Jelképek mappa megnyitása,,
open.energy.overlay,Elektromosság mutatása,,
open.floor.vent,Burkolati szellőző kinyitása,,
open.in.steam.workshop,Steam műhely megnyitása,,
open.log.dir,Naplók mappa,,
open.research,Kutatások megnyitása,,
open.resources.overlay,Mutasd az erőforrásokat,,
open.sections.overlay,Mutasd a szekciókat,,
open.space,Űr,,Used to refer to empty cosmos when you are inspecting some location
open.starmap,Csillagtérkép megnyitása,,
open.steam.forums,Nyisd meg a Steam fórumot,,
open.steam.forums.tip,"A jelentés elküldése után megjelenik egy felugró ablak a <b>probléma azonosítójával</b>. Kérlek, másold ki és oszd meg ezt a problémaazonosítót a Steam fórumokon egy releváns témában. Használd a <b>Keresést</b>, mielőtt új témakört hoznál létre. Ha a jelentését hozzáadod egy meglévő témához, akkor az a probléma fontosságát növeli.",,
open.terraform.controls,Terraformáló konzol megnyitása,,
open.url,URL Megnyitása,,
open.vent,Szellőző kinyitása,,
operate.device,Eszköz működtetése,,
operate.fail.deficit,Nem sikerült üzemelni a {1} pozícióban lévő {0}-t villamos energia hiány miatt: {2},,
operation.aborted,Művelet megszakítva,,
operation.failed,Művelet sikertelen,,
operation.failed.device.heavily.damaged,"A készülék erősen sérült. Javítsd ki a sérülést, és próbáld újra.",,
operation.forbidden,Művelet letiltva,,
operator.required,Operátor szükséges,,
optional,Választható,,
order,Elrendel,,"i.e. ""order execution of a task"""
order.cleaning.now,Takarítás most!,,
order.deconstruct,Lebontás elrendelése,,
order.petting,Simogatás elrendelése,,
order.repair,Javítás elrendelése,,
order.rescue,Mentés elrendelése,,
order.strip,Levetkőztet,,"Label on a button that orders stripping clothing or equipment (weapons, space suit, etc) off a dead body"
orders,Utasítások,,
ore.depleted,Érc Kimerült,,
ore.depleted.info,Bányászati művelet megszakítása itt: {0}. {1} bánya teljesen kimerült.,,
ore.deposit,{0} lelőhely,,
our.valuables,Értékeink,,
our.wallet,Pénztárcánk,,
outer.room.id,Külső terület #{0},,
output.multiplier,Kimeneti szorzó,,"Example: ""Output Multiplier: x5"" - how many items the device will produce in one batch"
overlay.tip.Aesthetics,Esztétika,,
overlay.tip.Airtight,Légzártság,,
overlay.tip.Areas,Szobák,,
overlay.tip.Beings,Ismert élőlények,,
overlay.tip.Codex,Kódex,,
overlay.tip.Combat,Harc vezérlés,,
overlay.tip.Copters,Helikopter küldetések,,
overlay.tip.Electricity,Elektromosság,,
overlay.tip.Energy,Elektromos hálózat,,
overlay.tip.EventLog,Eseménynapló,,
overlay.tip.Expedition,Expedíciók,,
overlay.tip.Goals,Javaslatok,,
overlay.tip.Heat,Hőmérséklet,,
overlay.tip.Insulation,Szigetelés,,
overlay.tip.Islands,Szekciók,,
overlay.tip.Oxygen,Oxigén,,
overlay.tip.Pathfinding,Járhatóság,,
overlay.tip.Plan,Tervezés,,
overlay.tip.Quests,Küldetések,,
overlay.tip.Research,Kutatás,,
overlay.tip.Resources,Készletek,,
overlay.tip.Search,Kereső,,
overlay.tip.Security,Biztonsági Vezérlő,,
overlay.tip.ShipNav,Hajónavigátor,,
overlay.tip.Starmap,Csillagtérkép,,
overlay.tip.Tasks,Elérhető Feladatok,,
overlay.tip.Terraform,Terraformálás,,
overlay.tip.Tint,Festés,,
overlay.tip.Wallet,Pénztárca,,
owned,Birtokolt,,
owned.by.faction,Másik Frakcióé,,
owned.by.faction.details,Ez az objektum egy másik frakció tulajdonában van. Bizonyos intézkedések megtétele hatással lehet a tulajdonossal fennálló kapcsolatra.<br><br>A kereskedelem javítani fogja kapcsolatot. Az erőforrások bányászata egy másik frakció tulajdonában lévő bolygón csökkenti a kapcsolatot a bányászott erőforrás értékétől függően.,,
oxygen,Oxigén,,
oxygen.at,Oxigén itt: {0}: {1},,"This will display coordinate in {0} and percentage in {1}. Example: ""Oxygen at [12:34]: 21%"""
oxygen.level,Oxigénszint,,
pan.sens.tip,"Beállítja a kamera pásztázási sebességét a játékban, beleértve a Kutatási Adatbázist és a Csillagtérképet.",,
pan.sensitivity,Pásztázás érzékenysége: {0:0.0},,
particle.collector,Részecskegyűjtő,,
particle.collector.unconfigured,Részecskegyűjtő Nincs Konfigurálva,,
paste.color.hex,Beillesztés színe: {0},,
paste.from.clipboard,Beillesztés a Vágólapról,,
path.at,"{0} ""{1}"" [Nehézség: {2}]",,"{0} is position, {1} is type of path (""walkable"", ""flyable"", etc), {2} is perecntage. Example: ""[12:31] is ""Walkable"" [Difficulty: 10%]"""
path.at.impassable,"{0} ""Nem Átjárható""",,
path.flyable,Repülhető,,
path.not.passable,Átjárhatatlan,,
path.walkable,Átjárható,,
pause.on.cam.motion,Szünet a kamera mozgásakor,,
pause.on.cam.motion.tip,"Szünetelteti a szimulációt, miközben a kamera pásztáz vagy közelít/távolít. Ez simábbá teheti a kamera mozgását az kevésbé erős videókártyákkal.",,
pending.repair,Javításra vár,,
percentage.charge.bar,Töltöttség: {0},,
percentage.scan.bar,Letapogatás: {0},,
persona,Személy,,https://dictionary.cambridge.org/dictionary/english/persona
persona.log.age,Biológiai Kor: {0},,
persona.log.backstory,Háttértörténet: {0},,
persona.log.birthdate,Születési Év: {0},,
persona.log.fullname,Teljes Név: {0},,
persona.log.gender,Nem: {0},,
persona.log.sex.orientation,Szexuális Beállítottság: {0},,
persona.log.species,Faj: {0},,
pet,Kisállat,,
petted.a.pet,Megsimogatott egy Kisállatot,,
pixel.art,Pixel Art,,
pixel.art.low.budget,Alacsony költségvetésű Pixel Art,,
placement.tip.Anywhere,Bárhol elhelyezhető.,,
placement.tip.InSpace,Csak kültérben helyezhető el.,,
placement.tip.InSpaceAttached,"Csak kültérben helyezhető el, a hajó külsejére rögzítve.",,
placement.tip.InSpaceAttachedChained,"Csak kültérben helyezhető el, a hajó külsejére rögzítve.<br>Ezeket az elemeket összekötheted.",,
placement.tip.NearShipComputer,Csak a Fedélzeti Számítógép mellé helyezhető,,
placement.tip.OnFloor,"Csak üres, sértetlen burkolatra helyezhető.",,
placement.tip.spacing.gap,Legalább {0} sugarú távolságban kell lennie az azonos kategóriájú objektumoktól,,{0} is a number
placement.tip.workspot,<br>A munkaterületnek (körnek) a burkolaton kell lennie.,,
plan.mirroring,Terv Tükrözése,,
plan.mirroring.info,Tükrözés X: {0}<br>Tükrözés Y: {1},,Both {0} and {1} are True or False. It is to designate if mirroring is turned on on X and/or Y axis
planet.location,"{0} a az alábbi rendszerben és galaxisban található: {1}, {2}",,"{0} is planet name, {1} is star system name, {2} is galaxy name. Example: ""Earth is located in Solar System, Milky Way Galaxy"""
planet.resource.filter.all.mined,Jelenleg bányászott lelőhelyek,,
planet.resource.filter.all.not.mined,Kibányászatlan lelőhelyek,,
planet.resource.filter.nearby,Közeli nyersanyaglelőhelyek,,
planet.resource.filter.nearby.mined,Jelenleg bányászott közeli lelőhelyek,,
planet.resource.filter.nearby.not.mined,Kibányászatlan közeli lelőhelyek,,
plant,Növény,,
planter,Ültető,,
play.track,Zeneszám lejátszása,,
position,Objektum Pozíciója,,
post.to.discord,Közzététel a Discord-on,,
power.output,Teljesítmény,,
precise.skill.level,Precíziós Szint: {0:0.00}/{1},,
preparing,Felkészülés,,
present,Jelen van,,"Opposite of ""Absent"". As in ""John is present in class today"""
prev,Előző,,
print,Nyomtatás,,
print.object,Objektum nyomtatása,,
printing.item,Nyomtatás: {0},,
printing.now,{0} Nyomtatása,,
priority.block.shift.tip,Tartsd lenyomva a(z) {0} billentyűt az érték 10-es léptékben történő módosításához<br>Tartsd lenyomva a(z) {1} billentyűt az érték 50-es léptékben történő módosításához.<br>Kattints az összeg korrekciós felhasználói felület megnyitásához,2022-10-31,
privacy.policy,Adatvédelmi irányelvek,,
probe.pending,Szonda függőben,,
probe.scanned.target,Szonda letapogatás: {0},,
proceed,Folytasd,,
process.Grindable,Őröl,,
process.material,Nyersanyag feldolgozása,,
process.NutrientSource,Tápanyagforrás feldolgozása,,
process.Ore,Érc feldolgozása,,
process.ScrapMetal,Fémhulladék,,
process.Waste,Biohulladék feldolgozása,,
processable,Feldolgozható,,
processed.in,Feldolgozva: {0},,"{0} will be a device name, example: ""Processed in Nutrient Extractor"""
processing.bar,Feldolgozás: {0},,
processing.output,Kimenet feldolgozása:,,
processing.priority,Feldolgozási Prioritás,,
processing.priority.help,"Szabályozd az automatikus feldolgozás prioritását. A magasabb prioritás arra készteti a munkásokat, hogy a feldolgozható tételeket ebbe a processzorba szívesebben szállítsák.",,
processing.type,{0} feldolgozása,,
processing.x.in.y,"Ebből: {0}, Itt: {1}",,"Example: ""Quartz in Furnace"""
processor.queue,Feldolgozási Lista,,
processor.settings,Feldolgozási beállítások,,
processor.unavailable,Feldolgozó elérhetetlen,,
processor.unavailable.desc,Ezt az objektum erre a Feldolgozóra ({0}) nem elérhető.,,
processors.unavailable,Nincs Feldolgozó,,
processors.unavailable.desc,"A kiválasztott {0} elemhez nem áll rendelkezésre Feldolgozó. Először építs fel a megfelelő feldolgozó létesítményt ({1}), és állítsd be a célanyag feldolgozására.",,
produced.by.processing,Feldolgozással készült:,,
produced.item,Gyártott tétel,,Label for the item we are creating / producing / cooking / crafting etc
producing.now,Most készül: {0},,
production.cost,Gyártási költség,,"Will show up as ""Production Cost: 1 day @ 200kW"""
production.date,Gyártási dátum,,
production.settings,Gyártási beállítások,,
protein,Fehérje,,
quantity,Mennyiség,,
quest.active,<b>Aktív küldetés</b>,,Used as a list header for this quest type
quest.ApproachDerelictShip,Elhagyatott hajó megközelítése,,
quest.ApproachDerelictShip.desc,"A közelben egy <b>Elhagyott hajó</b> található, amit megközelíthetünk és egyes elemeket megmenthetünk a roncsokból. Eközben akár nyomokat is találhatunk arról, hogy mi történt a hajóval.",,
quest.ColonizePlanet,Kolonizálj egy bolygót,,
quest.ColonizePlanet.desc,Egy lakható bolygót kell kolonizálnunk,,
quest.completed,<b>Küldetések Befejezve: {0}</b><br><br>{1},,
quest.ConnectToStasisArray,Csatlakozz a hibernációs kamrához,,
quest.ConnectToStasisArray.connectors.tip,Több <b>csatlakozó</b> összekapcsolásával bővítheted az elektromos hálózatának hatókörét. Építs és csatlakoztass elegendő csatlakozót a <b>Hibernációs Kamra</b> eléréséhez.,,
quest.ConnectToStasisArray.desc,"Bővítenünk kell elektromos hálózatunkat, hogy elérjük és csatlakozhassunk a <b>Hibernációs Kamrához</b>. Ez biztosítani fogja a létfenntartó rendszerek feletti irányítást, és lehetővé teszi az oxigén- és hőtermelést körülötte.",,
quest.ConnectToStasisArray.merge.islands,Biztosítsd a <b>Hibernációs Kamra</b> elérhetőségét,,
quest.ConnectToStasisArray.merge.islands.tip,"Egyesítsd a <b>Fedélzeti Számítógépet</b> és a <b>Hibernációs Kamrát</b> tartalmazó hajószakaszokat.<br><br>Használhatod a <b>Csörlőt</b>, vagy építhetsz burkolatot az összekötéshez a <b>Fedélzeti Számítógép</b> és a <b>Hibernációs Kamra</b> között.<br><br>Győződj meg arról, hogy a <b>Robotot</b> (a repülésképtelen) át tud menni.",2022-09-21,
quest.ConnectToStasisArray.reel.in,Húzd be a <b>Hibernációs Kamrát</b>,,
quest.ConnectToStasisArray.reel.in.tip,"Válaszd a <b>Csörlőhorog</b> lehetőséget, és használd a <b>Behúzás</b> menüelemet, hogy a <b>Hibernációs Kamrával</b> ellátott részt a <b>Fedélzeti Számítógép</b> felé összehúzd.",,
quest.ConnectToSurvivorArea,Csatlakozz a túlélő területhez.,2022-09-21,"When you start the game, there is a small room with survivors. You as a ship computer have to connect your electricity grid to the network inside that room."
quest.ConnectToSurvivorArea.connectors.tip,"Építs és csatlakoztass elegendő Csatlakozót, hogy elérd a <b>burkolóaljzatot</b> a <b>túlélő területen</b>.",,
quest.ConnectToSurvivorArea.desc,"<b>Csatlakoztatnunk kell az elektromos hálózatot</b> a <b>Túlélői Területen</b> található hálózattal. Ez lehetővé teszi számunkra, hogy átvegyük az irányítást az eszközeik felett.",,
quest.ConnectToSurvivorArea.floor.socket,Csatlakozz a <b>Burkolóaljzatot</b>,,
quest.ConnectToSurvivorArea.floor.socket.tip,"Egyesítsd az elektromos hálózatot úgy, hogy a <b>Túlélő Területen</b> található <b>Burkolóaljzatot</b> csatlakoztatod az <b>elektromos hálózatunkhoz</b>.",,
quest.details,Részletek,,"Displayed on a small button, should be short"
quest.EncloseStasisArray,Helyezd nyomás alá a Hibernációs Kamrát,,
quest.EncloseStasisArray.desc,A kolonisták biztonsága érdekében a <b>Hibernációs Kamra</b> körüli területet teljesen el kell zárni <b>légmentesen</b> és <b>szigeteltté</b> kell tenni.,,
quest.EstablishFoodProduction,Biztosítsd az élelmezést,,
quest.EstablishFoodProduction.desc,"Élelmiszerkészletünk fogyóban van. A túlélők főzhetnek maguknak, de a szükséges eszközöket nekünk kell biztosítanunk.",,
quest.EstablishResearch,Kutatás biztosítása,,
quest.EstablishResearch.desc,"A kutatások olyan <b>datoidokat</b> használnak fel, amelyeket egy <b>adatgyűjtőben</b> állítanak elő, és <b>Datoid betöltőben</b> tárolnak.",,
quest.ExplorePlanet,Fedezz fel egy közeli bolygót,,
quest.ExplorePlanet.desc,"Itt az ideje, hogy próbára tegyük űrhajónk repülési képességeit. Van egy bolygó a közelben, próbáljuk meg elérni, és az <b>űrsikló</b> segítségével indítsunk expedíciót.",,
quest.FindHabitablePlanet,Keress egy lakható bolygót,,
quest.FindHabitablePlanet.desc,"Eredeti küldetésünk az volt, hogy egy <b>lakható bolygót</b> találjunk <b>túlélőinknek</b>. Ezen a ponton készen állunk arra, hogy ismét erre a küldetésre összpontosítsunk.",,
quest.HailAMerchant,Hívj egy kereskedőt,,
quest.HailAMerchant.desc,"Ha van egy <b>Kommunikátorunk</b> és egy <b>Teleportálónk</b>, kereskedhetünk más hajókkal. Győződj meg arról, hogy van erre lehetőségünk, mielőtt kifogyunk az alapvető nyersanyagokból.",,
quest.info,Küldetés: <b>{0}</b><br><br>{1}<br><br>{2},,"{0} will be quest title (i.e. ""Defeat the dragon""). {1} will be a long description, {2} will be a list of rewards"
quest.MakeShipFlightReady,Készítsd fel a hajót repülésre,,
quest.MakeShipFlightReady.bridge.controls.tip,"A <b>Hídvezérlés</b> hozzáférést biztosít számunkra a <b>Csillagtérképhez</b>, ezzel végre láthatjuk pozíciónkat az Univerzumban.",,
quest.MakeShipFlightReady.desc,"Vissza kell állítanunk a hajónk űrrepülési képességét. Ezzel elérhetünk egy közeli bolygót, és bányászati expedíciókat indíthatunk, hogy több erőforrást gyűjtsünk.",,
quest.MakeShipFlightReady.thruster.tip,"Ha szerencsénk van, legalább egy javítható <b>Hajtómű</b> lesz valahol a roncsok között. Ha nem, akkor további kutatásokat kell végeznünk a tervrajz megszerzéséhez.",,
quest.new,Következő küldetés: <b>{0}</b><br><br>{1}<br><br>{2},,"{0} will be quest title (i.e. ""Defeat the dragon""). {1} will be a long description, {2} will be a list of rewards"
quest.no.active,Nincs aktív küldetés,,
quest.no.active.many.available.tip,"<b>{0} elérhető küldetés</b>: {1}<br>Állíts be egy küldetést <b>Aktív</b> állapotba, hogy nyomon kövesd annak az előrehaladását.",,{0} is a number (2 or greater). {1} will be the list of quest names
quest.no.active.one.available.tip,"<b>Egyetlen küldetés áll rendelkezésre</b>: {0}<br>Állítsd be a küldetést <b>Aktív</b> értékre, hogy nyomon kövesd annak előrehaladását.",,{0} is the quest name
quest.pause,Szünet,,"Deactivates the quest, or stops following it. Should be short text, displayed on a fairly small button"
quest.ProvideChargeStation,Biztosíts Töltőállomást,,
quest.ProvideChargeStation.build.connector.tip,"Minden eszközt <b>Csatlakozók</b> hálózatán keresztül kell csatlakoztatni. Hozz létre egy Csatlakozót, és használd a <b>Csatlakozás</b> eszközt, hogy összekapcsold a <b>Fedélzeti Számítógéppel</b>, majd azt az <b>Anyag Reaktorral</b>.",,
quest.ProvideChargeStation.build.reactor.tip,"Míg a <b>Fedélzeti Számítógép</b> kis mennyiségű energiát termel önmagában, ez nem lesz elegendő. Az <b>Anyag Reaktor</b> szinte bármilyen típusú anyagot képes elégetni elektromos áram előállítására.",,
quest.ProvideChargeStation.configure.reactor,Konfiguráld az <b>Anyag Reaktort</b>,,
quest.ProvideChargeStation.configure.reactor.tip,"Válaszd ki az <b>Anyag Reaktort</b>, és a bal felső Információs Panelen állíts be egy tetszőleges típusú tüzelőanyag elégetésére. Az <b>Acéllemezt</b> ajánljuk, mivel megfelelő energiakibocsátással rendelkezik, és ez könnyen beszerezhető.",,
quest.ProvideChargeStation.desc,"Mindenekelőtt gondoskodnunk kell arról, hogy robotmunkásainknak legyen módjuk feltöltődni.",2022-09-20,
quest.ProvideHygiene,Biztosíts higiéniai létesítményeket,,
quest.ProvideHygiene.desc,"A kolonistáid jelenleg az ültetőbe tojnak és nincs hol megmosniuk magukat. Értékelni fogják, ha építesz nekik egy <b>Budit</b> és egy <b>Zuhanyzót</b>, ezzel visszanyerhetik méltóságukat.",,
quest.reward.material,<b>x{1}</b> <b>{0}</b>,,
