Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
manual.survival.meal.title,Survival Meal,,
map.size,Map Size,,
map.size.too.small,Map Too Small,,
map.size.too.small.desc,This scenario requires a larger map size,,
market.asset.class,Asset Class,,
market.asset.class.CFD,CFD,,
market.asset.class.CFD.info,A contract for differences (CFD) is an arrangement made in financial derivatives trading where the differences in the settlement between the open and closing trade prices are cash-settled. There is no delivery of physical goods or securities with CFDs.,,
market.asset.class.Equity,Equity,,
market.asset.class.Equity.info,"Equity, typically referred to as shareholders' equity (or owners' equity for privately held companies), represents the amount of money that would be returned to a company's shareholders if all of the assets were liquidated and all of the company's debt was paid off in the case of liquidation. In the case of acquisition, it is the value of company sales minus any liabilities owed by the company not transferred with the sale.",,
market.avg.price,Average Price,,
market.avg.price.info,Average price is how much you have paid for one share on average when acquiring your shares. It is equal to Cost Basis divided by your owned shares count.,,
market.buying,Buying: {0},,"Displayed in a label when the player is buying a stock in the Stock Market. {0} is the stock name. Example: ""Buying: Microsoft"""
market.cost.basis,Cost Basis,,
market.cost.basis.info,"Cost basis is the original value or purchase price of an asset or investment. The cost basis value is used in the calculation of capital gains or losses, which is the difference between the selling price and purchase price.",,
market.current.price,Current Price,,
market.high,High,,
market.high.info,Highest price ever recorded for this item,,
market.low,Low,,
market.low.info,Lowest price ever recorded for this item,,
market.selling,Selling: {0},,
market.volatility,Volatility,,
market.volatility.info,"Volatility is a statistical measure of the dispersion of returns for a given security or market index. In most cases, the higher the volatility, the riskier the security. Volatility is often measured as either the standard deviation or variance between returns from that same security or market index.<br><br>In the securities markets, volatility is often associated with big swings in either direction. For example, when the stock market rises and falls more than one percent over a sustained period of time, it is called a ""volatile"" market. An asset's volatility is a key factor when pricing options contracts.",,
market.your.shares,Your Shares,,
mat.composite,Composite Material,,
mat.composite.desc,Composite materials are produced by processing or combining other materials. They can also be obtained by deconstructing structures that contain these materials.,,
mat.energy.output,Energy Output,,
mat.energy.output.desc,This is a relative measure of how much power output a single unit of a material will produce when burned in a reactor.,,
mat.nutrient,Nutrient,,
mat.nutrient.desc,Nutrient materials are mostly useful for producing food for living beings,,
mat.primary,Primary Material,,
mat.primary.desc,"Primary materials cannot be produced by combining other materials. They have to be obtained by mining, growing, etc.",,
mat.storage.unavailable,No Compatible Storage Unit,,
mat.storage.unavailable.desc,"There is no storage that can accept this material. While most raw materials can be stored in a <b>Storage Unit</b>, some items may need a specialized storage device (<b>Refrigerator</b>, <b>Beverage Cooler</b>, <b>Wardrobe</b>, <b>Cabinet</b>, etc).",2022-09-13,
material.BatteryCell,Battery Cell,,
material.Biowaste,Biowaste,,
material.Bread,Bread,,
material.Carbon,Carbon,,
material.CarbonFiber,Carbon Fiber,,
material.Coal,Coal,,
material.Coffee,Coffee,,
material.CoffeeBeans,Coffee Beans,,
material.Copper,Copper,,
material.CopperPlate,Copper Plate,,
material.Flour,Flour,,
material.Glass,Glass,,
material.Grain,Grain,,
material.haul,Haul material,,
material.Iron,Iron,,
material.lack,Not enough {0},,
material.Lithium,Lithium,,
material.Log,Log,,
material.Microchip,Microchip,,
material.PlantFiber,Plant Fiber,,
material.Protein,Protein,,
material.Quartz,Quartz,,
material.reservation.details,Active reservations: {0},,
material.reservation.none,Not Reserved,,
material.reserved,Reserved: {0},,
material.Rock,Rock,,
material.Silicon,Silicon,,
material.Soil,Soil,,
material.Steel,Steel Plate,,
material.Titanium,Titanium,,
material.TitaniumPlate,Titanium Plate,,
material.Uranium,Uranium,,
material.Water,Water,,
material.Wood,Wood,,
matter.reactor,Matter Reactor,,
max.texture.size.too.high,Selected texture quality is not available for your GPU. It will automatically be reset to the highest available.,,
meal.take,Take a meal,,"order, as in ""Take a meal and go eat it"""
medical.slots,Medical Slots,,
memory.module,Memory Module,,
memory.module.amount,{0} EB,,
memory.module.builtin,Built-in Memory Module,,
memory.module.unpowered,Memory Module (Unpowered),,
menu.about,About,,
menu.asteroids,Asteroids,,
menu.asteroids.desc,Spawn an asteroid or a meteoroid shower,,
menu.atmosphere,Atmosphere,,
menu.atmosphere.desc,Atmosphere control-related devices,,
menu.back,Back,,
menu.beds,Beds,,
menu.beds.desc,Pieces of furniture for sleep or rest,,
menu.beings,Beings,,
menu.beings.desc,"Robots, drones, people",,
menu.chairs,Chairs,,
menu.chairs.desc,Seats for your human colonists,,
menu.clothing,Clothing,,
menu.clothing.desc,Various clothing items,,
menu.comms,Communications,,
menu.comms.desc,Communications equipment,,
menu.computing,Computing,,
menu.computing.desc,Computing-related devices,,
menu.containers,Containers,,
menu.containers.desc,Spawn a container,,
menu.cosmetics,Cosmetics,,
menu.cosmetics.desc,Various decorations for your ship,,
menu.decor,Decor,,
menu.decorations,Decorations,,
menu.decorations.desc,"Things that serve as ornaments, sometimes with additional functions",,
menu.dev,Developer,,
menu.dev.desc,Developer tooling,,
menu.devices,Devices,,
menu.devices.desc,Various devices,,
menu.dirt,Dirt,,
menu.dirt.desc,Spawn dirt decals,,
menu.doors,Doors,,
menu.doors.desc,Doors and airlocks,,
menu.eggs,Eggs,,
menu.eggs.desc,Spawn an egg,,
menu.elysium,Elysium,,
menu.elysium.desc,Addons for your Elysium,,
menu.energy,Electricity,,
menu.energy.desc,Electricity related devices,,
menu.equipment,Equipment,,
menu.equipment.desc,Spawn equipment,,
menu.exit,Exit,,
menu.exit.desc,Exit to main menu,,
menu.exit.os,Exit to Desktop,,
menu.exit.os.desc,Auto save the game and exit to desktop,,
menu.facilities,Facilities,,
menu.facilities.desc,Various facilities,,
menu.floorlit,Lit Floors,,
menu.floorlit.desc,Floors with built-in light sources,,
menu.floorregular,Regular Floors,,
menu.floorregular.desc,"Regular floors of average durability, recommended for living quarters",,
menu.floorreinforced,Reinforced Floors,,
menu.floorreinforced.desc,"Floors with increased durability, recommended for outer areas of the ship",,
menu.floors,Floors,,
menu.floors.desc,All kinds of floors,,
menu.floorspecial,Special Floors,,
menu.floorspecial.desc,Frames and other specialized floor types,,
menu.food,Food Production,,
menu.food.desc,Food production and related devices,,
menu.furniture,Furniture,,
menu.furniture.desc,"Chairs, tables, beds",,
menu.fx,Dirt,,
menu.game.continue,Continue,,
menu.game.load,Load,,
menu.game.name,Ship Name,,
menu.game.name.enter,Ship Name...,,
menu.game.new,New Game,,
menu.game.settings,Game Settings,,
menu.game.settings.desc,Settings related to current game,,
menu.global.settings,Global Settings,,
menu.global.settings.desc,Settings that remain the same across multiple games,,
menu.hats,Hats,,
menu.hats.desc,Various headgear items,,
menu.headgear,Headgear,,
menu.main,Main Menu,,
menu.main.tooltip,Use TAB to search for items in this menu,,
menu.materials,Materials,,
menu.materials.desc,Various materials,,
menu.meals,Meals,,
menu.meals.desc,Spawn a meal,,
menu.misc,Misc,,
menu.misc.desc,Various misc objects,,
menu.mods,Mods,,
menu.obj,Objects,,
menu.obj.desc,"Various loose objects, resources, etc.",,
menu.objects,Objects,,
menu.objects.desc,Objects that you can build,,
menu.plants,Plants,,
menu.plants.desc,Various plants,,
menu.press.any.key,Press Any Key,,
menu.production,Production,,
menu.production.desc,"Devices for processing materials, assembling devices, etc.",,
menu.projectiles,Projectiles,,
menu.save,Save,,
menu.save.desc,Save the game,,
menu.security,Security,,
menu.security.desc,Weapons and defense systems,,
menu.settings,Settings,,
menu.settings.audio,Audio,,
menu.settings.audio.desc,Change audio settings,,
menu.settings.current_game,Current Game Settings,,
menu.settings.desc,Global and game settings,,
menu.settings.gameplay,Gameplay,,
menu.settings.input,Input,,
menu.settings.language,Language,,Do not translate this please!
menu.settings.video,Video,,
menu.settings.video.desc,Change video settings,,
menu.shuttles,Shuttles,,
menu.shuttles.desc,Shuttles for space travel,,
menu.spacetravel,Space Travel,,
menu.spacetravel.desc,Space travel-related objects,,
menu.special,Special,,
menu.special.desc,Various devices for specialized purposes,,
menu.structure,Structure,,
menu.structure.desc,"Walls, floors, and doors",,
menu.tables,Tables,,
menu.tables.desc,"Pieces of furniture with a flat top, providing a level surface",,
menu.upgrades,Upgrades,,
menu.upgrades.desc,Spawn Upgrade modules,,
menu.walls,Walls,,
menu.walls.desc,All kinds of walls,,
menu.weapons,Weapons,,
menu.weapons.desc,Handheld Weapons,,
merchant.beacon,Merchant Beacon,,
merchant.beacon.success,Merchant Beacon Success,,"Displayed in event notification, after the Merchant Beacon device has successfully hailed a merchant. Then if we click this event notification, we will see what type of merchant is going to arrive."
merchant.offering.trade,Merchant is offering a trade,,
merchant.ship,{0} (Merchant),,
merchant.ship.offering.trade,Merchant Ship Offering Trade,,
merchant.type.MerchantAlloy,Alloy Trader,,
merchant.type.MerchantBuilding,Building Resource Supplier,,
merchant.type.MerchantGeneral,Generalist,,
merchant.type.MerchantOil,Oil Trader,,
merchant.type.MerchantOre,Ore Trader,,
merchant.type.MerchantRobotics,Robotics Expert,,
merchant.type.MerchantSlaver,Slaver,,
merchant.type.MerchantUpgrades,Upgrades Dealer,,
merchant.type.MerchantWeapon,Weapon Dealer,,
merchants.wallet,{0}'s Wallet,,
meteor,Meteoroid,,
meteor.impact,Meteoroid Impact,,
meteor.incoming,Meteoroid Incoming,,
meteor.shower.avoided,"Great news, everyone. We have avoided a meteoroid shower!",,
mining.currency,Mining {0},,
mining.orders,Mining Orders,,
missing,Missing,,
missing.airlock,Missing Airlock,,
missing.airlock.desc,Your ship should have at least one airlock on the outer wall to ensure access to open space. ,,
ml.booth.bar,Training {0}: {1:0.00},,"{0} will be skill name, {1:0.00} will show the level with fraction. Example: ""Training Construction: 3.45"""
mod.disabled,Mod Disabled,,
mod.enabled,Mod Enabled,,
mod.version,Mod Version: {0},,
modifier.MapSize,Map Size [{0}x{0}],,
modifier.MapSize.desc,Defines the area where you can build. Bigger map sizes may have a negative effect on performance.,,
modifier.NoCombat,Disable Combat,,
modifier.NoCombat.desc,"Peaceful mode, without fights and enemy raids.",,
modifier.NoDeviceWear,Disable Device Wear,,
modifier.NoDeviceWear.desc,Devices will not lose durability from usage.,,
modifier.NoPause,No Pause,,
modifier.NoPause.desc,"Time cannot be stopped. You can still switch to high speeds, but cannot pause.",,
modifier.NoReload,No Reload (Permadeath),,
modifier.NoReload.desc,"""No Reload"" mode is the way this game is meant to be played. But it can and will get ruthless. Any event that happens to your colony is permanent.",,
modifier.NoTutorialQuests,Skip Beginner Quests,,
modifier.NoTutorialQuests.desc,"If selected, several beginner level quests will be skipped.",2022-10-08,"Removed comment about locking research nodes, it doesn't do that anymore"
modifier.ResourceMul,Resources Multiplier [{0:0.##x}],,
modifier.ResourceMul.desc,Changes the quantity of initial resources available when starting a new game. Also affects the amount of resources available on planets.,,
modifier.ShipSize,Ship Size [{0:0.##}x],,
modifier.ShipSize.desc,Adjusts the relative size of the generated ship. Small size may take more attempts to generate. Starting in a small ship will be more difficult than in a large one.,,
modifiers,Modifiers,,"A label for options that modify the gameplay. You select the modifiers you want to start your game with in ""new game"" menu. Modifiers will be options like ""Difficulty level"", ""Disable combat"", etc."
month,Month,,
mood,Mood,,
mood.trend,Mood trend: {0},,
move.near.pos,Move near {0},,
move.to.obj,Moving to {0},,
move.to.pos,Move to {0},,
multiple.nodes,Multiple Nodes,,
multiple.selection,Multiple {0},,
my.birthday,My birthday,,
naked,Naked,,
nav.arrived,Not moving,,
nav.fail.being.dead,Worker is dead,,
nav.fail.being.immobilized,"Worker is immobilized. They are either discharged, or have no floor on which they can move.",,
nav.fail.last.nav.not.done,Still finishing up last navigation request.,,
nav.fail.object.blocked.by.adjacent,Access to this object is blocked by adjacent objects or structure.,,
nav.fail.target.unavailable,Target not available,,
nav.fail.unreachable.flying,Flying worker could not find a path to target location. Check if doors are powered and not locked or if worker is not walled off.,,
nav.fail.unreachable.grounded,Grounded worker did not find a path to target location. Check if doors are powered and not locked or if worker is not walled off.,,
nav.failed,Navigation to {0} failed,,
nav.flying,Able to fly,,
nav.grounded,Needs ground to walk,,
nav.immobilized,Immobilized,,
nav.moving,Moving to {0},,
nav.waiting,Calculating path to {0},,
navigation,Navigation,,
nebula.opt,Space Nebula Quality,,
nebula.opt.off,Off,,
nebula.opt.realtime,Real-time (unoptimized),,
nebula.opt.static,Static (recommended),,
nebula.opt.tip,"A static nebula is a snapshot of a real-time one, and only parallax effect will be missing. A real-time nebula is very taxing on the GPU and is not recommended, unless you are on a powerful RTX-enabled rig.",,
need.Aesthetics,Aesthetics,,
need.Aesthetics.info,A need for a clean and good-looking environment.,,
need.Electricity,Electricity,,
need.Electricity.info,"Electricity is typically the main source of energy for all artificial life forms, including your worker robots and drones. If their need level drops to 0, the worker will enter a slow emergency recharge procedure, during which they cannot move or perform any tasks until the built-in solar panels bring the charge level back to 10%. Build enough Charge Stations to prevent worker slowdown and temporary shutdown due to emergency recharge.",,
need.Fun,Fun,,
need.Fun.info,Fun is essential for keeping a good mood.,,
need.Hunger,Hunger,,
need.Hunger.info,"When a being is hungry, it will seek food.",,
need.Maintenance,Maintenance,,
need.Maintenance.info,Robots and drones require regular maintenance for smooth operation. Build a Repair Station to fulfill the maintenance need.,,
need.None,None (need),,
need.Oxygen,Oxygen,,
need.Oxygen.info,This being needs sufficient oxygen levels to survive.,,
need.Purpose,Purpose,,
need.Purpose.info,"Beings will tend to do more work when it rewards them with a feeling of purpose. If a worker's purpose need is full, it's likely they have been working hard for a long time, and they will tend to pick tasks with less enthusiasm.",,
need.Reproduction,Reproduction,,
need.Rest,Rest,,
need.Rest.info,Biological beings get tired when they work. They will have to spend some time off to rest before working on something else.,,
need.Safety,Safety,,
need.Sanity,Sanity,,
need.Shower,Shower,,
need.Shower.info,"When a being gets dirty, it will want to take a shower.",,
need.Sleep,Sleep,,
need.Sleep.info,Biological beings all need sleep to stay refreshed. Build them some beds.,,
need.Social,Social,,
need.Stress,Stress,,
need.Stress.info,Keep stress in check or your colonists will start to panic or do crazy things!,,
need.Toilet,Toilet,,
need.Toilet.info,"When the toilet need is low, this being will want to go find a toilet.",,
needs,Needs,,"Noun. Displayed on a button that will show the list of being's needs (i.e Hunger, Sleep, etc)"
needs.reload,Needs Reload,,
net.worth,Net Worth,,
new.update,New update!,,
new.update.note,Last played: <b>{0} ({1})</b><br>Updated to: <b>{2} ({3})</b><br><br>There are <b><color={4}>{5} new changes</color></b>.,2022-08-16,Removed commas at the end of version numbers
next,Next,,
next.wake.up,Next Wake Up,,
nickname,Nickname,,
no,No,,
no.access.to.starmap,"Connection to Bridge Controls device is required to have access to Starmap. Research ""Space Travel"" to acquire the Bridge Controls blueprint.",2022-08-01,
no.active.combat,No active combat,,
no.available.teleporter,No Available Teleporter,,
no.blueprints,No Blueprints,,
no.blueprints.help,Printing options will become available once blueprints compatible with this device have been unlocked through research.,,
no.chair.in.work.spot,No chair in work spot,,
no.coffee,No Coffee,,
no.compute.shaders,No Compute Shaders,,
no.compute.shaders.info,"The game cannot run because your GPU does not support <b>compute shaders</b>.<br><br>If your system has multiple GPUs, please make sure the right one is active. Current GPU: <b>{0}</b>",2022-07-04,
no.data,No Data,,
no.destination,No Destination,,
no.energy.source,No Energy Source,,
no.force.fields,Force Fields Not Available,,
no.fuel,No Fuel,,
no.internet,No Internet Connection,,
no.internet.info,"The game failed to receive a response from <b>stardeusgame.com</b>. Check that you have an internet connection, and that the game is not blocked by a firewall or antivirus software.<br><br>The ""Report a Bug"" function is not available. Please use the Stardeus Discord to report your issue.",2022-08-11,
no.items.available,No Processable Items,,
no.known.mats,No Intel,,
no.known.mats.info,We have no knowledge about the materials available on this space object. Build a radar and use the Scan action on the space object to obtain information about material deposits.,,
no.materials.available,No Available Materials,,
no.multiverse.tech,We do not have sufficient tech to display anything above Universe level in the Starmap yet.,,
no.plants.available,No Plants Available,,
no.projectile,No Projectile,,
no.research,No Research,,
no.saves,No Saves,,
no.saves.available,No saves available,,
no.saves.desc,"This game hasn't been saved yet. If you want to load another game, exit to the main menu first.",,
no.shower,No Shower,,
no.shuttles,No Shuttles,,
no.shuttles.desc,You have to build at least one shuttle to send an expedition.,,
no.socialize.partner,Nobody to socialize with,,
no.target,No Target,,
no.task,No Task,,
no.task.reason.could.not.fly,Skipped <b>{0}</b> tasks in open space because this <b>worker cannot fly</b>.,,"{0} will be count of tasks, a number (1 or bigger)"
no.task.reason.job.priority0,Skipped <b>{0}</b> tasks because worker has <b>no priority for that job type</b>.,,Displaye when showing a reason why the selected worker will not do some tasks. {0} will be count of tasks (a number).
no.task.reason.last.eval,Worker evaluated all tasks <b>{0} ago</b> (in game time).,,
no.task.reason.no.skill,<b>Not enough skill</b> for <b>{0}</b> tasks.,,
no.task.reason.reluctant,"<b>{0}</b> tasks were skipped because <b>worker was reluctant</b> to do this task (too far away, failed it recently, etc).",,
no.task.reason.total,There are <b>{0}</b> pending tasks.,,
no.task.reason.unreachable.loc,"<b>Unable to reach</b> the work spot for <b>{0}</b> tasks (no path, no doors, or locked/unpowered).",,
no.task.reason.unreachable.loc.mem,Skipped <b>{0}</b> tasks because of recent <b>failure to reach</b> a work spot or material (will retry again soon).,,
no.task.reason.unreachable.mats.flying,"Was <b>unable to reach all required materials</b> for <b>{0}</b> tasks. Materials are available, but might be behind a locked or unpowered door.",,
no.task.reason.unreachable.mats.grounded,"Was <b>unable to reach all required materials</b> for <b>{0}</b> tasks. Materials are available, but likely unreachable because <b>this worker cannot fly</b>, or because they're behind a locked or unpowered door.",,
no.task.reason.unsafe,"Skipped <b>{0}</b> tasks because the work spot or materials required for the task were at an <b>unsafe location</b> (no oxygen, too cold, too hot).",,
no.task.reason.workable,<b>{0}</b> tasks are <b>workable</b> for this being.,,
no.tasks.rason.clock.stopped,Note: <b>Time is paused</b> right now. Tasks are only evaluated when time is running.,,
no.terraform.controls,"This function requires a connection to a Terraform Controls device. Research ""Terraforming"" to acquire the Terraform Controls blueprint.",,
no.terraform.target,No Terraform Target,,
no.terraform.target.help,"Get near a terraformable planet to begin the terraforming process. You can find terraformable planets on the Starmap by looking for a special mark near the Galaxy, System, and Planet name.",,
no.terraformable,No Terraformable Planets,,
no.terraformable.help,You haven't discovered any terraformable planets yet. Build a Telescope and use it to scan the observable Universe for potential terraforming targets.,,
no.toilet,No Toilet,,
no.upgrade,No Upgrade,,
no.winch.anchor,Winch Anchor Not Available,,
noisy.crowd,Noisy Crowd,,
non.controllable.worker,Unmanaged Worker,,
not.achieved.yet,Not achieved yet,,
not.available,Not Available,,
not.configured,Not Configured,,
not.customizable.in.demo,Not customizable in demo,,
not.customizable.in.demo.storygen,"In the demo you only get a random story generator, which is absolutely not balanced, and will throw completely random events at you.",,
not.docked,Not Docked,,
not.enclosed,Area Not Enclosed,,
not.enough.ram,Not Enough Memory,,
not.enough.ram.info,"Required Memory: {0} EB, Available: {1} EB. Check energy grid or build more Memory Modules (unlocked with Computing research).",,
not.enough.storage,Not Enough Disk Space,,
not.enough.storage.info,"Required Disk: {0} ZB, Available: {1}/{2} ZB. Build more Disk Modules (unlocked with Computing research).<br><br>You can also recover Disk space by opening the <b><nobr>Stored Research</nobr></b> menu on the left and executing <b>Unload</b> on a research item.",,
not.growing,Not Growing,,
not.in.demo,Not available in demo,,
not.linked,Not Linked,,
not.mining.currency,Not Mining Any Currency,,
not.petted.before,Not petted by anyone before,,
not.powered,Not Powered,,
not.processing,Not processing. Queue capacity: {0},,
not.ready,Not Ready,,This refers to device that needs some preparation before it can be used
nothing.researched,No Known Technologies,,
nothing.to.clean,Nothing to clean,,
nothing.to.clean.info,There is no dirt currently reachable by this Cleaning Bot.,,
notify.on.discharge,Notify on discharge,,
now.playing,Now Playing: {0},,"This is about music, {0} will be the song name"
now.processing,Processing {0} [{1}/{2}],,
nowhere.to.sleep,Nowhere to sleep,,
obj.asteroids.asteroid01,Asteroid,,
obj.asteroids.asteroid01.desc,"Yes, it is as bad as it looks. Cross your fingers and hope it does not hit anything.",2022-03-19,
obj.asteroids.asteroid02,Asteroid,,
obj.asteroids.asteroid02.desc,"Yes, it is as bad as it looks. Cross your fingers and hope it does not hit anything.",2022-03-20,
obj.asteroids.asteroid03,Asteroid,,
obj.asteroids.asteroid03.desc,"Yes, it is as bad as it looks. Cross your fingers and hope it does not hit anything.",2022-03-21,
obj.asteroids.asteroidmega01,Mega Asteroid,,
obj.asteroids.asteroidmega01.desc,An unusually big asteroid. Better get those Quantum Barriers up ASAP.,,
obj.asteroids.asteroidmega02,Mega Asteroid,,
obj.asteroids.asteroidmega02.desc,An unusually big asteroid. Better get those Quantum Barriers up ASAP.,,
obj.asteroids.asteroidmega03,Mega Asteroid,,
obj.asteroids.asteroidmega03.desc,An unusually big asteroid. Better get those Quantum Barriers up ASAP.,,
obj.asteroids.meteor01,Meteoroid,,
obj.asteroids.meteor01.desc,"Not as bad as an asteroid, but a shower of these can do serious damage.",,
obj.containers.breachcapsuleflying,Breach Capsule,,
obj.containers.breachcapsuleflying.desc,That doesn't look friendly!,,
obj.containers.probeflying,Probe,,
obj.containers.probeflying.desc,A launched probe that is on its way to scan a distant object.,,
obj.containers.stasispodflying,Stasis Pod,,
obj.containers.stasispodflying.desc,"A Stasis Pod can contain beings in cryosleep, and travel long distances through space.",,
obj.containers.storagecapsule,Storage Capsule,,
obj.containers.storagecapsule.desc,A gift from above. Or is it?,,
obj.eggs.egg01,Unidentified Object,,
obj.eggs.egg01.desc,Looks like an oversized egg. Origin unknown.,,
obj.equipment.clothing.clothing01,Clothing 01,,
obj.equipment.clothing.clothing01.desc,"A piece of clothing. Nothing special, but better than running around naked.",,
obj.equipment.clothing.fclothing01,Clothing (F),,
obj.equipment.clothing.fclothing01.desc,A regular clothing item that fits a feminine body type.,,
obj.equipment.clothing.fspacesuit01,Space Suit (F),,
obj.equipment.clothing.fspacesuit01.desc,"A space suit allows humans to go into open space. Requires a compatible helmet to be fully operational. Humans will still need livable areas for certain actions, like eating food.",2022-08-12,
obj.equipment.clothing.mclothing01,Clothing (M),,
obj.equipment.clothing.mclothing01.desc,A regular clothing item that fits a masculine body type.,,
obj.equipment.clothing.mspacesuit01,Space Suit (M),,
obj.equipment.clothing.mspacesuit01.desc,"A space suit allows humans to go into open space. Requires a compatible helmet to be fully operational. Humans will still need livable areas for certain actions, like eating food.",2022-08-12,
obj.equipment.hats.ncrawler01,Crawler,,
obj.equipment.hats.ncrawler01.desc,This is NOT a hat you would ever want to wear!,,
obj.equipment.hats.nhat01,Hat,,
obj.equipment.hats.nhat01.desc,A fancy looking hat.,,
obj.equipment.hats.nspacehelmet01,Space Helmet,,
obj.equipment.hats.nspacehelmet01.desc,Allows humans to go into open space for a limited time. Requires a Space Suit to be equipped to work.,,
obj.equipment.weapons.energyrifle01,Energy Rifle,,
obj.equipment.weapons.energyrifle01.desc,"A standard-issue, space-grade, light energy weapon.",,
obj.materials.atmospheremix,Atmosphere Mix,,
obj.materials.atmospheremix.desc,A material used in terraforming a planet's atmosphere.,,
obj.materials.batterycell,Battery Cell,,
obj.materials.batterycell.desc,Common lithium battery cell used in electrical devices.,,
obj.materials.bioenrichedwater,Bio Enriched Water,,
obj.materials.bioenrichedwater.desc,A material used in terraforming oceans.,2022-09-23,
obj.materials.biowaste,Biowaste,,
obj.materials.biowaste.desc,Nasty stuff that can be purified into clean water and valuable biomass using the Recycler.,,
obj.materials.carbon,Carbon,,
obj.materials.carbon.desc,A raw material that can be mined or produced by burning something. Can accumulate as residue in some reactors.,,
obj.materials.carbonfiber,Carbon Fiber,,
obj.materials.carbonfiber.desc,A highly durable and lightweight versatile material. ,,
obj.materials.coal,Coal,,
obj.materials.coal.desc,A fossil that can be processed into Carbon or burned for fuel.,,
obj.materials.coffee,Coffee,,
obj.materials.coffee.desc,"A warm, energizing drink. For some, it's more important than water.",,
obj.materials.coffeebeans,Coffee Beans,,
obj.materials.coffeebeans.desc,Can be brewed into coffee,,
obj.materials.copper,Copper,,
obj.materials.copper.desc,"A soft metal, slightly heavier than iron. Used to produce wiring and electronics.",,
obj.materials.copperplate,Copper Plate,,
obj.materials.copperplate.desc,"A soft copper alloy, mostly used for producing various electronics.",,
obj.materials.copperwire,Copper Wire,,
obj.materials.copperwire.desc,A common electrical wire.,,
obj.materials.crudeoil,Crude Oil,,
obj.materials.crudeoil.desc,Raw unprocessed oil,,
obj.materials.flour,Flour,,
obj.materials.flour.desc,Great for baking bread,,
obj.materials.gears,Gears,,
obj.materials.gears.desc,Various gears for making moving parts,,
obj.materials.glass,Glass,,
obj.materials.glass.desc,A valuable raw material that is necessary to produce certain equipment. Also for windows and floors with an awesome view!,,
obj.materials.grain,Grain,,
obj.materials.grain.desc,Can be ground into Flour,,
obj.materials.iron,Iron,,
obj.materials.iron.desc,Iron ore is mostly used for producing Steel Plates.,,
obj.materials.lithium,Lithium,,
obj.materials.lithium.desc,Essential ingredient for batteries.,,
obj.materials.log,Log,,
obj.materials.log.desc,"Use it for fuel, or process it into Wood that can be used for building furniture.",,
obj.materials.microchip,Microchip,,
obj.materials.microchip.desc,Essential component for AI-driven workers and advanced electronic equipment.,,
obj.materials.multifertilizer,Multi Fertilizer,,
obj.materials.multifertilizer.desc,A material used in terraforming a planet's biosphere.,,
obj.materials.opticalfiber,Optical Fiber,,
obj.materials.opticalfiber.desc,"A conduit for light-speed data transfer, often used in robotics and the manufacturing of advanced electrical devices.",,
obj.materials.organicturf,Organic Turf,,
obj.materials.organicturf.desc,A material used in terraforming a planet's terrain.,,
obj.materials.petroleum,Petroleum,,
obj.materials.petroleum.desc,"A product of crude oil, used in producing other resources like rubber or plastic.",,
obj.materials.plantfiber,Plant Fiber,,
obj.materials.plantfiber.desc,"A nutrient extracted from most plants. Useful for producing food items, among other things.",,
obj.materials.plastic,Plastic,,
obj.materials.plastic.desc,"A hard synthetic material, commonly used in producing electronics and small devices.",,
obj.materials.protein,Protein,,
obj.materials.protein.desc,Nutrient extracted from living meat-based organisms. Essential part of gourmet meals.,,
obj.materials.quartz,Quartz,,
obj.materials.quartz.desc,A common mineral used to produce glass.,,
obj.materials.rock,Rock,,
obj.materials.rock.desc,Stone-like substance that can be ground into soil that is necessary for multiple life support systems. May contain other materials inside.,2022-03-30,
obj.materials.rubber,Rubber,,
obj.materials.rubber.desc,An elastic material widely used in various machinery and equipment.,,
obj.materials.silicon,Silicon,,
obj.materials.silicon.desc,Used in producing circuit boards and microchips.,,
obj.materials.soil,Soil,,
obj.materials.soil.desc,"Fine-grained pieces of ground and rock, suitable for planting.",,
obj.materials.steel,Steel Plate,,
obj.materials.steel.desc,"A common material used in spaceships, found in wreckages or produced by smelting iron ore mined in asteroids.",,
obj.materials.titanium,Titanium,,
obj.materials.titanium.desc,"A lightweight, sturdy metal ore.",,
obj.materials.titaniumplate,Titanium Plate,,
obj.materials.titaniumplate.desc,"A sturdy, lightweight metal plate.",,
obj.materials.transistor,Transistor,,
obj.materials.transistor.desc,A core component of electrical equipment.,,
obj.materials.uranium,Uranium,,
obj.materials.uranium.desc,A radioactive heavy element used primarily in nuclear reactors. High power output.,,
obj.materials.water,Water,,
obj.materials.water.desc,In space it is much more precious than gold.,,
obj.materials.wood,Wood,,
obj.materials.wood.desc,A raw material produced by cutting down certain plants. Makes furniture that smells like home.,,
obj.meals.bread,Bread,,
obj.meals.bread.desc,Tastes like home.,,
obj.meals.soyburger,Soy Burger,,
obj.meals.soyburger.desc,"If you drown it in ketchup, it tastes almost like a real one!",,
obj.meals.survivalmeal,Survival Meal,,
obj.meals.survivalmeal.desc,"Tastes like a used sponge, but hey, it's nutritious!",,
obj.misc.biowastebullet,Biowaste Bullet,,
obj.misc.biowastebullet.desc,A toxic bullet that deals Acid damage.,,
obj.misc.c42,C42,,
obj.misc.c42.desc,A modern successor of the classic C4 explosive widely used by military on old Earth.,,
obj.misc.energybullet,Energy Bullet,,
obj.misc.energybullet.desc,Explosive energy bullet that deals a small explosion blast upon impact.,,
obj.misc.waterbullet,Water Bullet,,
