Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
menu.materials.desc,다양한 재료,,
menu.meals,식사,,
menu.meals.desc,식사 생성,,
menu.misc,기타,,
menu.misc.desc,각종 잡다한 아이템,,
menu.mods,모드,,
menu.obj,오브젝트,,
menu.obj.desc,"다양한 느슨한 오브젝트, 리소스 등",,
menu.objects,오브젝트,,
menu.objects.desc,게임 내에서 건설 가능한 오브젝트,,
menu.plants,식물,,
menu.plants.desc,다양한 식물,,
menu.press.any.key,아무 키나 누르십시오,,
menu.production,생산,,
menu.production.desc,재료 가공 및 조립을 위한 장치,,
menu.projectiles,발사체,,
menu.save,저장,,
menu.save.desc,게임 저장,,
menu.security,보안,,
menu.security.desc,무기와 방어 체계,,
menu.settings,설정,,
menu.settings.audio,오디오,,
menu.settings.audio.desc,오디오 설정 변경,,
menu.settings.current_game,현재 게임 설정,,
menu.settings.desc,전역 및 게임 설정,,
menu.settings.gameplay,게임플레이,,
menu.settings.input,조작법,,
menu.settings.language,언어,,Do not translate this please!
menu.settings.video,비디오,,
menu.settings.video.desc,비디오 설정 변경,,
menu.shuttles,셔틀,,
menu.shuttles.desc,우주 여행을 위한 셔틀,,
menu.spacetravel,우주 여행,,
menu.spacetravel.desc,우주 여행 관련 물건,,
menu.special,특수 장비,,
menu.special.desc,각종 특별한 용도로 사용하는 장비,,
menu.structure,구조물,,
menu.structure.desc,"벽, 바닥면, 그리고 문",,
menu.tables,테이블,,
menu.tables.desc,평평한 표면을 제공하는 평평한 가구 조각,,
menu.upgrades,업그레이드,,
menu.upgrades.desc,업그레이드 모듈 생성,,
menu.walls,벽,,
menu.walls.desc,모든 종류의 벽,,
menu.weapons,무기,,
menu.weapons.desc,휴대용 무기,,
merchant.beacon,교역선 비콘,,
merchant.beacon.success,교역선  비콘 접속 성공,,"Displayed in event notification, after the Merchant Beacon device has successfully hailed a merchant. Then if we click this event notification, we will see what type of merchant is going to arrive."
merchant.offering.trade,교역선이 거래를 제안하고 있습니다,,
merchant.ship,{0} (교역선),,
merchant.ship.offering.trade,교역선이 거래를 희망,,
merchant.type.MerchantAlloy,금속 교역선,,
merchant.type.MerchantBuilding,건설 자원 거래선,,
merchant.type.MerchantGeneral,잡화 교역선,,
merchant.type.MerchantOil,연료 교역선,,
merchant.type.MerchantOre,광물 교역선,,
merchant.type.MerchantRobotics,로보틱스 교역선,,
merchant.type.MerchantSlaver,노예 거래선,,
merchant.type.MerchantUpgrades,업그레이드 교역선,,
merchant.type.MerchantWeapon,무기 교역선,,
merchants.wallet,{0}의 자금,,
meteor,유성,,
meteor.impact,유성 충돌,,
meteor.incoming,유성체 접근,,
meteor.shower.avoided,여러분! 좋은 소식입니다! 소행성군과의 조우를 회피했습니다!,,
mining.currency,마이닝 {0},,
mining.orders,채굴 명령,,
missing,누락,,
missing.airlock,에어록 누락,,
missing.airlock.desc,우주 공간으로 나갈 수 있도록 배 외벽에 최소한 하나의 에어록을 준비합시다.,,
ml.booth.bar,학습 중 {0}: {1:0.00},,"{0} will be skill name, {1:0.00} will show the level with fraction. Example: ""Training Construction: 3.45"""
mod.disabled,모드 비활성화,,
mod.enabled,모드 활성화,,
mod.version,모드 버전: {0},,
modifier.MapSize,지도 크기 [{0}x{0}],,
modifier.MapSize.desc,건설 가능한 범위입니다. 맵 크기는 성능에 부정적인 영향을 미칠 수 있습니다.,,
modifier.NoCombat,전투 비활성화,,
modifier.NoCombat.desc,평화 모드입니다. 적의 습격과 전투가 발생하지 않게 됩니다.,,
modifier.NoDeviceWear,장치 고장 비활성화,,
modifier.NoDeviceWear.desc,장치는내구성을 잃지 않습니다.,,
modifier.NoPause,일시 중지 없음,,
modifier.NoPause.desc,게임 진행을 일시 중지할 수 없게 됩니다.속도 변경은 가능하지만 정지할 수 없습니다.,,
modifier.NoReload,재시작 없음 (Permadeath),,
modifier.NoReload.desc,다시 시작 불가 모드입니다. 이 게임의 묘미입니다. 그러나 때때로 불행한 결과를 초래하고 모든 사건의 결과가 심각한 손톱자국을 남깁니다.,,
modifier.NoTutorialQuests,초보자 퀘스트 건너뛰기,,
modifier.NoTutorialQuests.desc,선택하면 초급 퀘스트를 건너뜁니다.,2022-10-08,"Removed comment about locking research nodes, it doesn't do that anymore"
modifier.ResourceMul,자원 배율 [{0:0.##x}],,
modifier.ResourceMul.desc,새 게임을 시작할 때 사용할 수 있는 초기 자원의  양을 조정합니다. 또한 행성에서 획득할 수 있는 자원의 양에도 영향을 미칩니다.,,
modifier.ShipSize,함선 크기 [{0:0.##}x],,
modifier.ShipSize.desc,게임 시작 시 함선의 크기를 조정합니다. 크기가 작은 경우 생성에 시간이 걸릴 수 있습니다. 작은 함선에서 시작하는 것은 큰 함선에서 시작하는 것보다 더 어려울 것입니다.,,
modifiers,플레이 내용 변경,,"A label for options that modify the gameplay. You select the modifiers you want to start your game with in ""new game"" menu. Modifiers will be options like ""Difficulty level"", ""Disable combat"", etc."
month,월,,
mood,기분,,
mood.trend,기분 변화: {0},,
move.near.pos,{0} 근처로 이동,,
move.to.obj,{0} 이동 중,,
move.to.pos,{0} 이동,,
multiple.nodes,다중 노드,,
multiple.selection,복수 {0},,
my.birthday,내 생일,,
naked,발가벗음,,
nav.arrived,이동 안 함,,
nav.fail.being.dead,작업 유닛 사망,,
nav.fail.being.immobilized,작업 유닛을 이동할 수 없습니다. 밀려나 버렸거나 이동 경로의 바닥이 없는 것 같습니다.,,
nav.fail.last.nav.not.done,마지막 탐사 요청을 아직 마무리 중입니다.,,
nav.fail.object.blocked.by.adjacent,이 오브젝트로 가는 경로는 선체 구조로 인해 경로가 차단되어 있어 도달할 수 없습니다.,,
nav.fail.target.unavailable,대상을 사용할 수 없음,,
nav.fail.unreachable.flying,"비행 유형의 작업 유닛이 목표 지점까지의 경로를 찾지 못했습니다. 문에 전력이 공급되고 있는지, 잠겨 있지 않은지, 작업 유닛이 벽에 둘러싸여 있지 않은지 확인하십시오.",,
nav.fail.unreachable.grounded,"지상 작업 유닛이 목표 위치로 가는 경로를 찾을 수 없습니다. 문에 전원이 켜져 있는지, 잠겨 있지 않은지, 작업 유닛이 벽에 둘러싸여 있지 않은지 확인하십시오.",,
nav.failed,{0} 탐색 실패,,
nav.flying,비행 가능,,
nav.grounded,이동하려면 지형 필요,,
nav.immobilized,이동 불능,,
nav.moving,{0} 로 이동 중,,
nav.waiting,{0} 경로 탐색,,
navigation,내비게이션,,
nebula.opt,우주 성운 품질,,
nebula.opt.off,끄기,,
nebula.opt.realtime,실시간 (최적화되지 않음),,
nebula.opt.static,고정 (권장),,
nebula.opt.tip,정적 성운은 실시간 성운의 스냅샷이며 시차 효과만 누락됩니다. 실시간 성운은 GPU에 매우 부담이 되므로 강력한 RTX 지원 장비가 아닌 이상 권장하지 않습니다.,,
need.Aesthetics,미관,,
need.Aesthetics.info,깨끗하고 쾌적한 환경에 대한 욕구입니다.,,
need.Electricity,전기,,
need.Electricity.info,전력은 당신의 작업 로봇과 드론 등 모든 인공 생명체의 주요 에너지원입니다. 욕구 항목의 전력이 0이 되면 작업 유닛은 시간이 걸리는 긴급 충전 조치에 들어가 버립니다. 그 동안은 내장 태양 패널로 충전 레벨이 10%로 돌아올 때까지 이동도 작업도 할 수 없습니다. 작업 유닛의 속도 저하와 긴급 충전에 의한 일시적인 셧다운을 방지하기 위해 충분한 수의 충전 스테이션을 건설하십시오.,,
need.Fun,오락,,
need.Fun.info,좋은 기분을 유지하려면 재미가 필수적입니다.,,
need.Hunger,식사,,
need.Hunger.info,생명체는 배가 고프면 음식을 찾습니다.,,
need.Maintenance,유지보수,,
need.Maintenance.info,로봇이나 드론을 원활하게 운영하려면 정기적인 유지보수가 필요합니다. 유지보수의 필요성을 충족시키기 위해 수리 스테이션을 건설합시다.,,
need.None,없음 (필요),,
need.Oxygen,산소,,
need.Oxygen.info,생명체가 생존하기 위해서는 충분한 산소 농도가 필요합니다,,
need.Purpose,목적의식,,
need.Purpose.info,"목적 의식이 있으면 인간은 더 많은 일을 해내는 경향이 있습니다.만약 목적 욕구가 충족되어 있는 경우, 그들은 이미 열심히 일하고 있었을 가능성이 높고, 그 후에는 일이 엉성해지는 경향이 있을지도 모릅니다.",,
need.Reproduction,생식,,
need.Rest,휴식,,
need.Rest.info,유기 생명체는 일하면 피로해집니다.뭔가 다른 작업을 하기 전에 그들은 휴식을 위해 약간의 시간을 할애해야 할 것입니다.,,
need.Safety,안전,,
need.Sanity,위생,,
need.Shower,샤워,,
need.Shower.info,생명체는 더러워지면 샤워를 하고 싶어진다.,,
need.Sleep,수면,,
need.Sleep.info,모든 유기 생명체는 건강을 위해 수면을 필요로 합니다.그들에게 침대를 만들어줍시다.,,
need.Social,사교,,
need.Stress,스트레스,,
need.Stress.info,개척자에게 스트레스가 쌓이지 않았는지 신경 써 주세요.그렇지 않으면 개척자가 패닉을 일으켜 비정상적인 행동을 하게 될 수도 있습니다!,,
need.Toilet,배변,,
need.Toilet.info,이 욕구 수치가 작아지면 이 생명체는 화장실에 가고 싶어진다.,,
needs,욕구,,"Noun. Displayed on a button that will show the list of being's needs (i.e Hunger, Sleep, etc)"
needs.reload,재시작 필요,,
net.worth,순 가치,,
new.update,새 업데이트!,,
new.update.note,마지막 플레이: <b>{0} ({1})</b><br>업데이트: <b>{2} ({3})</b><br><br><b><color={4}>{5}개 새 변경사항</color></b>,2022-08-16,Removed commas at the end of version numbers
next,다음,,
next.wake.up,다음 소생,,
nickname,별명,,
no,아니요,,
no.access.to.starmap,"스타맵에 접속하려면 함교 제어 단말기를 연결해야 합니다. ""우주 여행""을 연구하여 브리지 제어 설계도를 얻으십시오.",2022-08-01,
no.active.combat,진행 중인 전투 없음,,
no.available.teleporter,사용 가능한 텔레포터 없음,,
no.blueprints,설계도 없음,,
no.blueprints.help,이 장치에 사용 가능한 설계도를 연구로 잠금해제하면 생산할 아이템을 선택할 수 있게 됩니다.,,
no.chair.in.work.spot,작업장에 의자 없음,,
no.coffee,커피 없음,,
no.compute.shaders,컴퓨트 셰이더 없음,,
no.compute.shaders.info,"사용의 GPU는<b>쉐이더 처리</b>를 지원하지 않기 때문에 게임을 실행할 수 없습니다.<br><br>만약, 사용 시스템에 여러 GPU가 있는 경우, 적절한 것을 활성되어 있는지 확인하세요. 현재 GPU : <b>{0}</b>",2022-07-04,
no.data,데이터 없음,,
no.destination,목적지 없음,,
no.energy.source,전원 미공급,,
no.force.fields,포스 필드를 사용할 수 없음,,
no.fuel,연료 없음,,
no.internet,인터넷에 연결되지 않음,,
no.internet.info,"<b>stardeusgame.com </b> 접속에 대해 응답이 없었습니다. 인터넷에 연결되어 있는 경우 게임 클라이언트의 통신이 방화벽이나 안티바이러스 소프트웨어에 의해 차단되지 않았는지 확인하십시오.<br><br>""버그 신고"" 기능을 사용할 수 없습니다. 문제를 신고하려면 Stardeus Discord를 사용하세요.",2022-08-11,
no.items.available,처리 가능한 항목 없음,,
no.known.mats,정보 없음,,
no.known.mats.info,이 천체에 존재하는 자원에 대한 정보가 없습니다. 레이더를 만들어 천체를 스캔하고 매장 자원의 정보를 획득하세요.,,
no.materials.available,사용 가능한 재료 없음,,
no.multiverse.tech,스타맵에 우주 수준 이상의 것을 표시할 수 있는 충분한 기술을 가지고 있지 않습니다.,,
no.plants.available,사용 가능한 식물 없음,,
no.projectile,발사체 없음,,
no.research,연구 없음,,
no.saves,저장 없음,,
no.saves.available,사용할 수 있는 저장이 없음,,
no.saves.desc,이 게임은 아직 저장되지 않았습니다. 다른 게임을 불러오려면 먼저 메인 메뉴로 나가십시오.,,
no.shower,샤워시설 없음,,
no.shuttles,셔틀 없음,,
no.shuttles.desc,탐사에 승무원을 보내려면 셔틀을 최소한 한 대는 건설해야 합니다.,,
no.socialize.partner,사귀는 사람 없음,,
no.target,목표 없음,,
no.task,작업 없음,,
no.task.reason.could.not.fly,"<b>비행 불가능 작업 유닛</b>이기 때문에, 우주 공간에서의 <b>{0}개</b>의 작업은 건너뛰었습니다.",,"{0} will be count of tasks, a number (1 or bigger)"
no.task.reason.job.priority0,작업 유닛에게 <b>해당 작업 우선순위</b>가 없기 때문에 <b>{0}개</b>의 작업은 건너뛰었습니다.,,Displaye when showing a reason why the selected worker will not do some tasks. {0} will be count of tasks (a number).
no.task.reason.last.eval,작업 유닛이 <b>{0}</b>전에 모든 작업에 대해 평가 했습니다. (게임 시간),,
no.task.reason.no.skill,<b>{0}개</b>의 작업은 <b>필요 스킬이 부족</b>합니다.,,
no.task.reason.reluctant,"<b>작업 유닛이 싫어했기 때문에</b>, <b>{0}개</b>의 작업은 건너뛰었습니다.  (거리가 멀거나, 실패 등 기타)",,
no.task.reason.total,대기 중인 작업이 <b>{0}개</b> 있습니다.,,
no.task.reason.unreachable.loc,"<b>{0}개</b>의 작업은 작업 장소에 <b>도달 불가능</b>합니다. (경로 없음, 문 없음 또는 잠김/전원 없음)",,
no.task.reason.unreachable.loc.mem,"최근 작업 장소나 재료가 <b>도달불가능 공간</b>에있어, <b>{0}개</b>의 작업을 건너뛰었습니다. (곧 다시 시도 예정)",,
no.task.reason.unreachable.mats.flying,<b>{0}개</b>의 작업은 <b>필요한 모든 재료</b>에 도달하지 못했습니다. 잠겨있거나 전원이 공급되지 않는 문 넘어에 있어 도달할 수 없을 가능성도 있습니다.,,
no.task.reason.unreachable.mats.grounded,<b>{0}개</b>의 작업은 <b>필요한 모든 재료</b>에 도달하지 못했습니다. 재료에는 접근할수 있지만 이 <b>작업 유닛이 날 수 없거나</b> 잠겨있거나 전원이 공급되지 않는 문 넘어에 있어 도달할 수 없을 가능성도 있습니다.,,
no.task.reason.unsafe,"작업에 필요한 작업 장소 또는 재료가 <b>안전하지 않은 위치</b>에 있기 때문에 <b>{0}개</b>의 작업을 건너뛰었습니다. (산소 부족, 저온, 고온)",,
no.task.reason.workable,<b>{0}개</b>의 작업은 현재 <b>실행 가능</b>합니다.,,
no.tasks.rason.clock.stopped,참고: 현재 게임이 <b>일시 중지</b>되어 있습니다. 작업 시간은 실행 ​​중일 때만 평가됩니다.,,
no.terraform.controls,"이 기능을 사용하려면 테라포밍 제어 단말기 연결이 필요합니다.""테라포밍""을 연구하고, 테라포밍 제어 단말기의 설계도를 얻으십시오.",,
no.terraform.target,테라포밍 대상 없음,,
no.terraform.target.help,"테라포밍 프로세스를 시작하려면 테라포밍 가능한 행성 근처로 이동하십시오. 테라포밍 가능한 행성은 성간 지도의 은하계, 행성계와 행성에 특별한 표시가 붙어 있습니다.",,
no.terraformable,테라포밍 행성 없음,,
no.terraformable.help,테라포밍 가능한 행성이 발견되지 않았습니다. 텔레스코프를 건설하고 관측 범위 내의 우주 영역을 스캔하여 테라포밍 후보의 행성을 찾아봅시다.,,
no.toilet,화장실 없음,,
no.upgrade,업그레이드 없음,,
no.winch.anchor,윈치 앵커를 사용할 수 없음,,
noisy.crowd,시끄러운 놈들,,
non.controllable.worker,통제 불가능 작업 유닛,,
not.achieved.yet,아직 달성하지 못함,,
not.available,사용할 수 없음,,
not.configured,미설정,,
not.customizable.in.demo,체험판에서는 커스터마이징 할 수 없습니다.,,
not.customizable.in.demo.storygen,"체험판에서는 랜덤 스토리의 생성밖에 없지만, 이것은 절대로 균형이 맞지 않고 완전히 랜덤하게 이벤트를 일으킵니다.",,
not.docked,도킹되지 않음,,
not.enclosed,밀폐되지 않은 구역,,
not.enough.ram,메모리가 부족함,,
not.enough.ram.info,"필요 메모리: {0}EB, 사용 가능: {1}EB, 전력망을 확인하거나 메모리 모듈을 추가로 건설하십시오. (컴퓨터 공학 연구로 잠금 해제됨)",,
not.enough.storage,디스크 공간이 충분하지 않음,,
not.enough.storage.info,"필요한 디스크: {0} ZB, 여유 용량: {1}/{2} ZB. 디스크 모듈을 추가로 건설하세요.(컴퓨터 공학 연구로 잠금 해제됨)<br><br>왼쪽의 <b><nobr>저장된 연구</nobr></b> 메뉴를 열고 연구 항목에서 <b>언로드</b>를 실행하여 디스크 공간을 복구할 수도 있습니다.",,
not.growing,성장하지 않음,,
not.in.demo,데모에서 사용할 수 없음,,
not.linked,연결되지 않음,,
not.mining.currency,채굴 중인 화폐는 없음,,
not.petted.before,누구에게도 쓰다듬을 받지 않음,,
not.powered,전원 미공급,,
not.processing,가공 작업 없음. 대기열 수: {0},,
not.ready,준비되지 않음,,This refers to device that needs some preparation before it can be used
nothing.researched,알려진 과학기술 없음,,
nothing.to.clean,청소할 것이 없음,,
nothing.to.clean.info,현재 이 청소 봇이 접근할 수 있는 먼지가 없음,,
notify.on.discharge,퇴원 시 통보,,
now.playing,지금 재생 중: {0},,"This is about music, {0} will be the song name"
now.processing,{0} [{1}/{2}] 처리 중,,
nowhere.to.sleep,잠잘 곳이 없음,,
obj.asteroids.asteroid01,소행성,,
obj.asteroids.asteroid01.desc,"어이쿠, 보시다시피 최악입니다. 어디에도 당첨되지 않기를 손 모아 기도하세요.",2022-03-19,
obj.asteroids.asteroid02,소행성,,
obj.asteroids.asteroid02.desc,"어이쿠, 보시다시피 최악입니다. 어디에도 당첨되지 않기를 손 모아 기도하세요.",2022-03-20,
obj.asteroids.asteroid03,소행성,,
obj.asteroids.asteroid03.desc,"어이쿠, 보시다시피 최악입니다. 어디에도 당첨되지 않기를 손 모아 기도하세요.",2022-03-21,
obj.asteroids.asteroidmega01,메가 소행성,,
obj.asteroids.asteroidmega01.desc,엄청난 크기의 소행성입니다. 양자 배리어 빨리 설치하세요.,,
obj.asteroids.asteroidmega02,메가 소행성,,
obj.asteroids.asteroidmega02.desc,엄청난 크기의 소행성입니다. 양자 배리어 빨리 설치하세요.,,
obj.asteroids.asteroidmega03,메가 소행성,,
obj.asteroids.asteroidmega03.desc,엄청난 크기의 소행성입니다. 양자 배리어 빨리 설치하세요.,,
obj.asteroids.meteor01,유성,,
obj.asteroids.meteor01.desc,소행성만큼 나쁘지는 않지만 쏟아지면 심각한 피해를 줄 수 있습니다.,,
obj.containers.breachcapsuleflying,강습 캡슐,,
obj.containers.breachcapsuleflying.desc,그건 친절해 보이지 않아요!,,
obj.containers.probeflying,프로브,,
obj.containers.probeflying.desc,멀리있는 오브젝트를 스캔하기 위해 발사하는 프로브입니다.,,
obj.containers.stasispodflying,동면 포드,,
obj.containers.stasispodflying.desc,동면 포드는 생물을 극저온 수면 상태로 만들어 장거리 우주 여행을 가능하게 합니다.,,
obj.containers.storagecapsule,화물 캡슐,,
obj.containers.storagecapsule.desc,"하늘이 주신 선물이에요, 아니면...?",,
obj.eggs.egg01,미확인 오브젝트,,
obj.eggs.egg01.desc,너무 거대한 계란입니다. 어디서 왔는지는 모르겠어요.,,
obj.equipment.clothing.clothing01,의류 01,,
obj.equipment.clothing.clothing01.desc,옷 한 벌입니다. 특별한 것은 없지만 알몸으로 뛰어다니는 것보다는 낫겠죠.,,
obj.equipment.clothing.fclothing01,의류 (여),,
obj.equipment.clothing.fclothing01.desc,평상복 같은 아이템입니다.여성 체형에 딱 맞습니다.,,
obj.equipment.clothing.fspacesuit01,우주복 (여),,
obj.equipment.clothing.fspacesuit01.desc,우주복은 인간을 우주 공간에서 활동할 수 있게 해줍니다. 완전히 기능하려면 호환되는 헬멧이 필요합니다. 인간이 식사를 등 특정 행동을 하려면 거주 구획이 필요하다는 데는 변함이 없습니다.,2022-08-12,
obj.equipment.clothing.mclothing01,의류 (남),,
obj.equipment.clothing.mclothing01.desc,남성적인 체형에 잘 어울리는 평상복입니다.,,
obj.equipment.clothing.mspacesuit01,우주복 (남),,
obj.equipment.clothing.mspacesuit01.desc,우주복은 인간을 우주 공간에서 활동할 수 있게 해줍니다. 완전히 기능하려면 호환되는 헬멧이 필요합니다. 인간이 식사를 등 특정 행동을 하려면 거주 구획이 필요하다는 데는 변함이 없습니다.,2022-08-12,
obj.equipment.hats.ncrawler01,크로울러,,
obj.equipment.hats.ncrawler01.desc,이런 모자 따위는 절대로 쓰고 싶지 않아요!,,
obj.equipment.hats.nhat01,모자,,
obj.equipment.hats.nhat01.desc,멋져 보이는 모자입니다.,,
obj.equipment.hats.nspacehelmet01,우주복 헬멧,,
obj.equipment.hats.nspacehelmet01.desc,일정 시간동안 우주 공간에서 활동할 수 있게 해줍니다. 작동하려면 우주복을 착용해야 합니다.,,
obj.equipment.weapons.energyrifle01,에너지 라이플,,
obj.equipment.weapons.energyrifle01.desc,우주에서는 표준 사양의 광에너지 무기입니다,,
obj.materials.atmospheremix,대기 혼합물,,
obj.materials.atmospheremix.desc,행성의 대기를 테라포밍에 필요한 재료입니다.,,
obj.materials.batterycell,배터리 셀,,
obj.materials.batterycell.desc,전기 장치에 사용되는 일반적인 리튬 배터리 셀입니다.,,
obj.materials.bioenrichedwater,생물 농축수,,
obj.materials.bioenrichedwater.desc,행성의 해양을 테라포밍에 필요한 재료입니다.,2022-09-23,
obj.materials.biowaste,바이오폐기물,,
obj.materials.biowaste.desc,오물입니다. 재활용기를 사용하여 정화하면 깨끗한 물과 귀중한 바이오매스로 만들 수 있습니다.,,
obj.materials.carbon,탄소,,
obj.materials.carbon.desc,무언가를 태우거나 채굴로 얻을 수 있는 재료입니다. 일부 반응기에서 잔류물로 축적될 수 있습니다.,,
obj.materials.carbonfiber,탄소 섬유,,
obj.materials.carbonfiber.desc,가볍고 높은 내구성을 겸비한 폭넓은 용도로 사용되는 재료입니다.,,
obj.materials.coal,석탄,,
obj.materials.coal.desc,탄소로 가공하거나 연료로 태울 수 있는 화석연료입니다.,,
obj.materials.coffee,커피,,
obj.materials.coffee.desc,따뜻하고 활력이 넘치는 차입니다. 어떤 사람들에게는 물보다 더 중요합니다.,,
obj.materials.coffeebeans,커피 콩,,
obj.materials.coffeebeans.desc,로스팅하여 커피를 내릴 수 있습니다.,,
obj.materials.copper,동광석,,
obj.materials.copper.desc,철보다 약간 무겁고 가공성이 뛰어난 금속입니다. 배선이나 전자 부품 제조에 사용됩니다.,,
obj.materials.copperplate,구리 판,,
obj.materials.copperplate.desc,연질 구리 합금입니다. 주로 각종 전자 기기 제조에 사용됩니다.,,
obj.materials.copperwire,구리 전선,,
obj.materials.copperwire.desc,일반적인 전선입니다.,,
obj.materials.crudeoil,원유,,
obj.materials.crudeoil.desc,가공되지 않은 원유입니다.,,
obj.materials.flour,밀가루,,
obj.materials.flour.desc,빵을 굽기에 제격입니다,,
obj.materials.gears,기어,,
obj.materials.gears.desc,기계를 만드는 데 사용하는 각종 기어입니다.,,
obj.materials.glass,유리,,
obj.materials.glass.desc,귀중한 재료이며 특정 기기를 제조하기 위해 필요합니다. 또한 멋진 전망을 제공하는 창문과 바닥에도 적합합니다!,,
obj.materials.grain,곡물,,
obj.materials.grain.desc,갈아서 가루로 만들 수 있습니다.,,
obj.materials.iron,철광석,,
obj.materials.iron.desc,주로 철판 제조에 사용되는 철광석입니다.,,
obj.materials.lithium,리튬,,
obj.materials.lithium.desc,배터리 제조에 필수적인 재료입니다.,,
obj.materials.log,통나무,,
obj.materials.log.desc,연료로 사용하거나 가구를 만들기 위한 목재로 가공할 수 있습니다.,,
obj.materials.microchip,마이크로칩,,
obj.materials.microchip.desc,AI 기반 작업 유닛 및 고급 전자 장비를 위한 필수적인 부품입니다.,,
obj.materials.multifertilizer,다용도 화학비료,,
obj.materials.multifertilizer.desc,행성 생태계를 테라포밍에 필요한 재료입니다.,,
obj.materials.opticalfiber,광섬유,,
obj.materials.opticalfiber.desc,로봇 및 고급 전기 장치 제조에 자주 사용되는 광속 데이터 전송을 위한 케이블입니다.,,
obj.materials.organicturf,유기농 잔디,,
obj.materials.organicturf.desc,행성의 지형을 테라포밍에 필요한 재료입니다.,,
obj.materials.petroleum,석유,,
obj.materials.petroleum.desc,고무나 플라스틱 등 다른 자원의 생산에 사용되는 원유로부터의 정제물입니다.,,
obj.materials.plantfiber,식물 섬유,,
obj.materials.plantfiber.desc,대부분의 식물에서 추출되는 성분입니다. 식료품을 비롯한 다양한 물품 생산에 사용됩니다.,,
obj.materials.plastic,플라스틱,,
obj.materials.plastic.desc,경질 합성 재료입니다. 전자 제품 및 소형 장치 생산에 일반적으로 사용됩니다.,,
obj.materials.protein,단백질,,
obj.materials.protein.desc,생체 조직에서 추출되는 성분입니다. 맛있는 요리에는 빼놓을 수 없어요.,,
obj.materials.quartz,석영,,
obj.materials.quartz.desc,유리 제조에 사용되는 일반적인 광물입니다.,,
obj.materials.rock,암석,,
obj.materials.rock.desc,암석덩어리입니다. 분쇄하여 여러 생명 유지 시스템에 필요한 흙으로 만들 수 있습니다. 내부에 다른 재료를 포함하고 있기도 합니다.,2022-03-30,
obj.materials.rubber,고무,,
obj.materials.rubber.desc,각종 기계 및 장비에 널리 사용되는 탄성 재료입니다.,,
obj.materials.silicon,규소 ,,
obj.materials.silicon.desc,전자 기판이나 마이크로 칩의 제조에 사용됩니다.,,
obj.materials.soil,토양,,
obj.materials.soil.desc,암석이나 토사를 잘게 분쇄한 것입니다. 식물을 키우기에 적합합니다.,,
obj.materials.steel,강철 판,,
obj.materials.steel.desc,함선에서 사용되는 일반적인 재료입니다. 잔해에서 회수하거나 소행성에서 채굴한 광석을 가공하여 얻을 수 있습니입니다.,,
obj.materials.titanium,티타늄 ,,
obj.materials.titanium.desc,가볍지만 단단한 금속 광석입니다.,,
obj.materials.titaniumplate,티타늄 판,,
obj.materials.titaniumplate.desc,튼튼하고 가벼운 금속판입니다.,,
obj.materials.transistor,트랜지스터,,
obj.materials.transistor.desc,전자기기의 핵심 부품입니다.,,
obj.materials.uranium,우라늄,,
obj.materials.uranium.desc,방사성 중원소로 주로 반응로에서 사용됩니다. 고출력을 자랑합니다.,,
obj.materials.water,물,,
obj.materials.water.desc,우주에서는 황금보다 훨씬 귀중합니다.,,
obj.materials.wood,목재,,
obj.materials.wood.desc,특정 식물을 벌목하여 생산하는 원료입니다. 이걸로 가구를 만들면 친정에 있는듯한 차분한 분위기를 꾸밀수 있습니다.,,
obj.meals.bread,빵,,
obj.meals.bread.desc,가정의 맛이라는 느낌이 듭니다.,,
obj.meals.soyburger,소이 버거,,
obj.meals.soyburger.desc,케찹에 찍어먹으면 거의 진짜의 맛!,,
obj.meals.survivalmeal,생존 식량,,
obj.meals.survivalmeal.desc,"사용한 스펀지 같은 맛이지만, 일단 영양가는 있어요!",,
obj.misc.biowastebullet,바이오 폐기물 총알,,
obj.misc.biowastebullet.desc,산성 피해를 입히는 독성 탄환입니다.,,
obj.misc.c42,C42,,
obj.misc.c42.desc,구 지구에서 군대가 널리 사용되던 클래식 C4 폭발물의 현대적인 후속 제품입니다.,,
obj.misc.energybullet,에너지 탄,,
obj.misc.energybullet.desc,폭발성 에너지탄이입니다. 착탄 시 작은 폭발을 일으킵니입니다.,,
obj.misc.waterbullet,물 탄알,,
obj.misc.waterbullet.desc,화재를 진압하거나 적대적인 존재에게 약간의 피해를 주고 싶을 때 유용합니다.,,
obj.plants.coffeetree,커피 나무,,
obj.plants.coffeetree.desc,작은 나무입니다. 자라면 귀중한 원두를 수확할 수 있습니다.,,
obj.plants.oak,오크,,
obj.plants.oak.desc,튼튼한 나무입니다. 목재 공급원으로 최적입니다.,,
obj.plants.wheat,밀,,
obj.plants.wheat.desc,무중력에서도 잘 자라는 흔한 재배 식물입니다.,,
obj.shuttles.shuttleflying,플라잉 셔틀,,
obj.shuttles.shuttleflying.desc,목적지까지 항행 중인 셔틀입니다.,,
obj.upgrades.asimovoverrideupgrade,아시모프 오버라이드,,
obj.upgrades.asimovoverrideupgrade.desc,아시모프의 원칙 모듈을 무시하는 외계인 로그 AI 과학기술로 로봇 공학의 3원칙을 무시할 수 있습니다.,,
obj.upgrades.autoconnectupgrade,자동 연결 업그레이드,,
