Key,Translation,Version,Comment (context for translators)
bodypart.Eye.MiniOptics.desc,Оптичний Модуль компактного розміру для механічних істот,,
bodypart.Foot.FootHuman,Ступня Людини,,
bodypart.Foot.FootHuman.desc,Органічна людська ступня,,
bodypart.Foot.PawRearCat,Лапа Кота (задня),,
bodypart.Foot.PawRearCat.desc,Органічна котяча лапа,,
bodypart.Foot.PawRearDog,Лапа Собаки (задня),,
bodypart.Foot.PawRearDog.desc,Органічна собача лапа,,
bodypart.Hand.Grappler,Захват,,
bodypart.Hand.Grappler.desc,"Пристрій, що кріпиться до механічної кінцівки. Призначений для простих операцій на кшталт захоплення та переміщення об'єктів",,
bodypart.Hand.HandHuman,Кисть Людини,,
bodypart.Hand.HandHuman.desc,Органічна людська кисть,,
bodypart.Hand.MultiTool,Ефектор,,
bodypart.Hand.MultiTool.desc,"Пристрій, що кріпиться до механічної кінцівки. Призначений для виконання різних складних монтажних операцій, а також для переміщення об'єктів",,
bodypart.Hand.PawFrontCat,Лапа Кота (передня),,
bodypart.Hand.PawFrontCat.desc,Органічна котяча лапа,,
bodypart.Hand.PawFrontDog,Лапа Собаки (передня),,
bodypart.Hand.PawFrontDog.desc,Органічна собача лапа,,
bodypart.Head.HeadCat,Голова Кота,,
bodypart.Head.HeadCat.desc,Органічна котяча голова,,
bodypart.Head.HeadDog,Голова Собаки,,
bodypart.Head.HeadDog.desc,Органічна собача голова,,
bodypart.Head.HeadHuman,Голова Людини,,
bodypart.Head.HeadHuman.desc,Органічна людська голова,,
bodypart.Heart.HeartLarge,Велике Серце,,
bodypart.Heart.HeartLarge.desc,Органічне серце великого розміру,,
bodypart.Heart.HeartMedium,Середнє Серце,,
bodypart.Heart.HeartMedium.desc,Органічне серце середнього розміру,,
bodypart.Heart.HeartSmall,Мале Серце,,
bodypart.Heart.HeartSmall.desc,Органічне серце малого розміру,,
bodypart.Hip.HipCat,Стегно Кота,,
bodypart.Hip.HipCat.desc,Органічне котяче стегно,,
bodypart.Hip.HipDog,Стегно Собаки,,
bodypart.Hip.HipDog.desc,Органічне собаче стегно,,
bodypart.Hip.HipHuman,Стегно Людини,,
bodypart.Hip.HipHuman.desc,Органічне людське стегно,,
bodypart.Intestines.IntestinesLarge,Великий Кишечник,,
bodypart.Intestines.IntestinesLarge.desc,Органічний кишечник великого розміру,,
bodypart.Intestines.IntestinesMedium,Середній Кишечник,,
bodypart.Intestines.IntestinesMedium.desc,Органічний кишечник середнього розміру,,
bodypart.Intestines.IntestinesSmall,Малий Кишечник,,
bodypart.Intestines.IntestinesSmall.desc,Органічний кишечник малого розміру,,
bodypart.Jaw.JawCat,Щелепа Кота,,
bodypart.Jaw.JawCat.desc,Органічна котяча щелепа,,
bodypart.Jaw.JawDog,Щелепа Собаки,,
bodypart.Jaw.JawDog.desc,Органічна собача щелепа,,
bodypart.Jaw.JawHuman,Щелепа Людини,,
bodypart.Jaw.JawHuman.desc,Органічна людська щелепа,,
bodypart.Kidney.KidneyLarge,Велика Нирка,,
bodypart.Kidney.KidneyLarge.desc,Органічна нирка великого розміру,,
bodypart.Kidney.KidneyMedium,Середня Нирка,,
bodypart.Kidney.KidneyMedium.desc,Органічна нирка середнього розміру,,
bodypart.Kidney.KidneySmall,Мала Нирка,,
bodypart.Kidney.KidneySmall.desc,Органічна нирка малого розміру,,
bodypart.Leg.LegHuman,Нога Людини,,
bodypart.Leg.LegHuman.desc,Органічна людська нога,,
bodypart.Leg.LegRearCat,Нога Кота (задня),,
bodypart.Leg.LegRearCat.desc,Органічна котяча нога,,
bodypart.Leg.LegRearDog,Нога Собаки (задня),,
bodypart.Leg.LegRearDog.desc,Органічна собача нога,,
bodypart.Liver.LiverLarge,Велика Печінка,,
bodypart.Liver.LiverLarge.desc,Органічна печінка великого розміру,,
bodypart.Liver.LiverMedium,Середня Печінка,,
bodypart.Liver.LiverMedium.desc,Органічна печінка середнього розміру,,
bodypart.Liver.LiverSmall,Мала Печінка,,
bodypart.Liver.LiverSmall.desc,Органічна печінка малого розміру,,
bodypart.Lung.LungLarge,Велика Легеня,,
bodypart.Lung.LungLarge.desc,Органічна легеня великого розміру,,
bodypart.Lung.LungMedium,Середня Легеня,,
bodypart.Lung.LungMedium.desc,Органічна легеня середнього розміру,,
bodypart.Lung.LungSmall,Мала Легеня,,
bodypart.Lung.LungSmall.desc,Органічна легеня малого розміру,,
bodypart.Mobilizer.MiniJet,Міні-Джет,,
bodypart.Mobilizer.MiniJet.desc,"Реактивний рушій невеликого розміру для механічних істот, що надає можливість переміщення у польоті",,
bodypart.Mobilizer.MiniTracks,Траки - Міні,,
bodypart.Mobilizer.MiniTracks.desc,"Гусеничний рушій невеликого розміру для механічних істот, що надає можливість переміщення по твердій поверхні",,
bodypart.Mobilizer.Tracks,Траки,,
bodypart.Mobilizer.Tracks.desc,"Гусеничний рушій для механічних істот, що надає можливість переміщення по твердій поверхні",,
bodypart.Shoulder.ArmSocket,Роз'єм кінцівки,,
bodypart.Shoulder.ArmSocket.desc,Роз'єм для підключення серво-кінцівки механічних істот,,
bodypart.Shoulder.ShoulderCat,Плече Кота,,
bodypart.Shoulder.ShoulderCat.desc,Органічне котяче плече,,
bodypart.Shoulder.ShoulderDog,Плече Собаки,,
bodypart.Shoulder.ShoulderDog.desc,Органічне собаче плече,,
bodypart.Shoulder.ShoulderHuman,Плече Людини,,
bodypart.Shoulder.ShoulderHuman.desc,Органічне людське плече,,
bodypart.Stomach.StomachLarge,Великий Шлунок,,
bodypart.Stomach.StomachLarge.desc,Органічний шлунок великого розміру,,
bodypart.Stomach.StomachMedium,Середній Шлунок,,
bodypart.Stomach.StomachMedium.desc,Органічний шлунок середнього розміру,,
bodypart.Stomach.StomachSmall,Малий Шлунок,,
bodypart.Stomach.StomachSmall.desc,Органічний шлунок малого розміру,,
bodypart.Tail.TailCat,Хвіст Кота,,
bodypart.Tail.TailCat.desc,Органічний котячий хвіст,,
bodypart.Tail.TailDog,Хвіст Собаки,,
bodypart.Tail.TailDog.desc,Органічний собачий хвіст,,
bodypart.type.Arm,Рука,,
bodypart.type.Battery,Батарея,,
bodypart.type.Body,Корпус,,
bodypart.type.Brain,Мозок,,
bodypart.type.Core,Ядро,,
bodypart.type.Ear,Вухо,,
bodypart.type.Eye,Око,,
bodypart.type.Finger,Палець руки,,
bodypart.type.Foot,Ступня,,
bodypart.type.Hand,Кисть,,
bodypart.type.Head,Голова,,
bodypart.type.Heart,Серце,,
bodypart.type.Hip,Стегно,,
bodypart.type.Intestines,Кишечник,,
bodypart.type.Jaw,Щелепа,,
bodypart.type.Kidney,Нирка,,
bodypart.type.Leg,Нога,,
bodypart.type.Liver,Печінка,,
bodypart.type.Lung,Легені,,
bodypart.type.Mobilizer,Ходова частина,,
bodypart.type.Shoulder,Плече,,
bodypart.type.Stomach,Шлунок,,
bodypart.type.Tail,Хвіст,,
bodypart.type.Thumb,Великий Палець Руки,,
bodypart.type.Toe,Палець Ноги,,
days.abbr,{0}д,,one character abbreviation for days
days.hours.abbr,{0}д {1}г,,
days.hours.minutes.abbr,{0}д {1}г {2}х,,
hours.abbr,{0}г,,one character abbreviation for hours
hours.minutes.abbr,{0}г {1}х,,
initial.crew,Початкова Команда,,
inventory.slot.Clothing,Одяг,,
inventory.slot.Hat,Капелюх,,
inventory.slot.Helmet,Шолом,,
inventory.slot.Suit,Скафандр,,
inventory.slot.Weapon,Зброя,,
job.type.Melee,Ближній Бій,,
job.type.Piloting,Пілотування,,
job.type.Refilling,Поповнення,,
job.type.Shooting,Стрільба,,
job.type.Social,Спілкування,,
minutes.abbr,{0}х,,one character abbreviation for minutes
minutes.seconds.abbr,{0}х {1}с,,
modifier.PetsCount,Початкова кількість Тварин: {0},,
modifier.PetsCount.desc,"<b>Увага</b>: На початку гри тваринам може бути доволі складно вижити. Будь ласка, розміркуйте над тим щоб залишити це число рівним 0.",,
modifiers.tip,За допомогою модифікаторів можна змінити поведінку гри.<br><br><b>Увага:</b> Застосування деяких модифікаторів призведе до відключення Досягнень.,,
months.abbr,{0}м,,one character abbreviation for months
months.days.abbr,{0}м {1}д,,
noun.sex,Стать,,
obj.equipment.clothing.spacesuit01,Скафандр,,
obj.equipment.clothing.uniform01,Уніформа,,
obj.equipment.hats.hat01,Капелюх,,
obj.equipment.hats.spacehelmet01,Шолом,,
overlay.tip.AI,ШІ,,
overlay.tip.Cover,Укриття,,As in object to hide behind during combat
permadeath.label,Невідворотність,,
prepare.to.embark,Початкові Налаштування,,
randomize.all,Встановити Все Випадково,,
sandbox.welcome,"Вітаємо у режимі Пісочниця!. За допомогою <b>Меню Монтажних Робіт</b> можна миттєво створювати істот, об'єкти, ресурси - без будь-яких обмежень. ",,
seconds.abbr,{0}с,,one character abbreviation for seconds
side.1,#1,,
side.2,#2,,
side.l,Лів,,Abbreviation for Left side
side.r,Прав,,Abbreviation for Right side
stat.AccuracyMax,Точність (Maкс),,
stat.AccuracyMax.desc,Максимальна Точність на оптимальній відстані.,,
stat.AIAlignment,Злагода із ШІ,,
stat.AIAlignment.desc,"Показник відображає ступінь довіри, погодженості, та згоди до співпраці із вами. Високий рівень цього показника надає можливість взаємодіяти із істотою - призначати завдання, або задіяти Пряме Керування.",,
stat.ArmorBlunt,Опірність - Ударне,,
stat.ArmorBlunt.desc,Опірність до уражень від ударів тупими предметами.,,
stat.ArmorEnergy,Опірність - Енергетичне,,
stat.ArmorEnergy.desc,Опірність до уражень від атак енергією.,,
stat.ArmorPiercing,Опірність - Проникаюче,,
stat.ArmorPiercing.desc,Опірність до уражень від атак проникаючого типу.,,
stat.ArmorSharp,Опірність - Ріжуче,,
stat.ArmorSharp.desc,Опірність до уражень від атак ріжучого типу.,,
stat.BatteryCapacity,Ємність Батареї,,
stat.BatteryCharge,Заряд Батареї,,
stat.BatteryConsumption,Споживання Енергії із Батареї,,
stat.BleedChance,Шанс Кровотечі,,
stat.BleedChance.desc,Вірогідність утворити кровотечну рану у разі успішної атаки.,,
stat.BloodAmount,"Кров, фактичний об'єм",,
stat.BloodAmount.desc,Кількість крові у організмі на поточний момент. Втрата великого об'єму крові призводить до смерті істоти.,,
stat.BloodCapacity,"Кров, номінальний об'єм",,
stat.BloodCapacity.desc,Номінальна кількість крові у організмі.,,
stat.BloodFilterRate,Фільтрація Крові,,
stat.BloodFilterRate.desc,Як швидко зменшується концентрація токсинів у крові.,,
stat.BloodPumpRate,Прокачка Крові,,
stat.BloodPumpRate.desc,Як швидко прокачується кров через кровоносну систему. Зниження темпу прокачки крові може призводити до смерті.,,
stat.BloodToxicity,Токсичність Крові,,
stat.BloodToxicity.desc,"Токсини накопичуються у крові як наслідок функціонування систем організму - через споживання їжі, або інших субстанцій. Певні органи виконують фільтрацію крові, зменшуючи концентрацію токсинів. Висока концентрація токсинів у крові може призводити до негативного впливу на здоров'я та/або до смерті.",,
stat.CarryCapacity,Вантажність,,
stat.CarryCapacity.desc,Яку кількість вантажу може переносити істота.,,
stat.ChargeSec,Час атаки,,This is NOT for charging batteries but for preparing for an attack
stat.ChargeSec.desc,Яку кількість часу потребуватиме істота для виконання Атаки.,,This is NOT for charging batteries but for preparing for an attack
stat.CombatEvade,Ухилення від Атаки,,
stat.CombatEvade.desc,Наскільки збільшено шанс ухилитися від ворожої Атаки.,,
stat.CooldownSec,Час перепочинку,,
stat.CooldownSec.desc,Яку кількість часу потребуватиме істота для для завершення циклу Атаки.,,
stat.Dexterity,Спритність,,
stat.Dexterity.desc,"Від цього показника прямо залежить ефективність виконання завдань, що потребують використання рук чи маніпуляторів.",,
stat.DigestionRate,Темп Травлення,,
stat.DigestionRate.desc,Як швидко перетравлюється спожита їжа.,,
stat.DPS,УЗС,,
stat.DPS.desc,Ушкодження За Секунду,,
stat.Hearing,Слух,,
stat.Hearing.desc,Здатність сприймати звукові хвилі.,,
stat.Hunger,Голод,,
stat.Hunger.desc,Показник відображає актуальний ступінь голоду. Чим менше значення - тим голодніша істота. Споживання їжі збільшує значення показника.,,
stat.HungerRate,Темп Наростання Голоду,,
stat.HungerRate.desc,Як швидко збільшується ступінь голоду.,,
stat.IntestinesContents,Вміст Кишечника,,
stat.IntestinesContents.desc,Як багато їжі наразі перебуває у травній системі істоти.,,
stat.LungCapacity,Об'єм Легень,,
stat.LungCapacity.desc,Як багато воздуху можуть містити легені істоти.,,
stat.LungEfficiency,Ефективність Легень,,
stat.LungEfficiency.desc,Наскільки ефективно легені забезпечують газообмін та насичення крові киснем.,,
stat.MoveSpeed,Швидкість Руху,,
stat.MoveSpeed.desc,Як швидко може переміщатися істота.,,
stat.MoveSpeedMul,Швидкість Руху - Множник,,
stat.O2.desc,O<sub>2</sub> - Рівень,,
stat.O2Min,O<sub>2</sub> - Мінімум,,
stat.O2Min.desc,Мінімально допустима кількість кисню для виживання організму.,,
stat.Pain,Біль,,
stat.Pain.desc,"Рівень болю, що наразі відчуває істота.",,
stat.PainThreshold,Толерантність до Болю,2022-04-17,
stat.PainThreshold.desc,"Найвищій рівень болю, при якому істота ще перебуває у свідомості.",,
stat.RangeMax,Дистанція (Макс),,
stat.RangeMax.desc,"Максимальна дистанція, на якій можливо атакувати ціль.",,
stat.RangeMin,Дистанція (Мін),,
stat.RangeMin.desc,"Мінімальна дистанція, на якій можливо атакувати ціль.",,
stat.Sanity,Адекватність,,
stat.Sanity.desc,"Стан психічного здоров'я. Низький рівень цього показника означає, що поведінка істоти може бути ірраціональною, аж до ігнорування власної безпеки.",,
stat.Sight,Зір,,
stat.Sight.desc,Наскільки добре істота здатна бачити.,,
stat.SleepPressureRate,Темп Наростання Потреби у Сні,,
stat.SleepPressureRate.desc,Як швидко накопичується втома та сонливість.,,
stat.SleepRate,Темп Відновлення Сил Під Час Сну,,
stat.SleepRate.desc,Як швидко відновлюються сили під час сну.,,
stat.SpaceSuitIntegrity,Цілісність Скафандра,,
stat.SpaceSuitIntegrity.desc,"Комплект із Скафандра та Шолома забезпечує 100% цілісність, що необхідна для перебування людини у відкритому космосі.",,
stat.StomachContents,Вміст Шлунку,,
stat.StomachContents.desc,"Кількість їжі, що наразі міститься у шлунку істоти.",,
stat.StunChanceBio,Шанс Оглушення (Біо),,
stat.StunChanceBio.desc,Шанс тимчасово паралізувати біологічну істоту.,,
stat.StunChanceRobo,Шанс Оглушення (Мех),,
stat.StunChanceRobo.desc,Шанс тимчасово паралізувати механічну істоту.,,
stat.TempMax,Температура (Макс),,
stat.TempMax.desc,"Максимальна температура, яку здатна витримувати істота.",,
stat.TempMin,Температура (Мін),,
stat.TempMin.desc,"Мінімальна температура, яку здатна витримувати істота.",,
stat.Toilet,Туалет,,
stat.Toilet.desc,Цей показник відображає ступінь потреби істоти у відвідувані туалету. Чим нижче значення - тим скоріше істота буде вимушена шукати будь-який туалет. Відвідування туалету збільшує значення.,,
stat.ToiletRate,Темп Наростання Потреби у Туалеті,,
stat.ToiletRate.desc,Як швидко стане необхідним знову відвідати туалет.,,
stat.WoundHealRate,Темп Загоєння Ран,,
stat.WoundHealRate.desc,Як швидко загоюються рани.,,
storygen.tip,"Налаштування <b>Генератора Історії</b> визначатимуть перебіг та ступінь масштабності випадкових подій, що траплятимуться протягом гри. Рекомендований варіант - <b>Збалансовано</b>.",,
trait.bad_appetite,Поганий Апетит,,
trait.bookworm,Книгогриз,,
trait.carnivore,М'ясоїдність,,
trait.clumsy,Незграбність,,
trait.curious,Цікавість,,
trait.pacifist,Пацифізм,,
trait.sedentary,Посидючість,,
trait.shy,Сором'язливість,,
trait.technophile,Технофільність,,
trait.technophobe,Технофобія,,
trait.type.BiologicalFunction,Біологічні Функції,,
trait.type.Civilized,Соціальне,,
trait.type.Intellectual,Інтелектуальне,,
trait.type.Mental,Психічне,,
trait.type.MotorFunction,Моторні Функції,,
trait.vegan,Веганство,,
years.abbr,{0}р,,single character abbreviation of years
years.months.abbr,{0}р {1}м,,abbreviated years and months
role.Assassin,Виконання Замовних Вбивств,,
role.Athlete,"Спорт, Атлетика",,
role.BelovedPet,Розпещений Улюбленець,,
role.Billionaire,Мільярдер,,
role.BirdWatcher,Споглядач за Птахами,,
role.Bouncer,Викидайло,,
role.BoyScout,Пластун,,
role.Bully,"Дрібні правопорушення, хуліганство",,
role.BusinessOwner,Власний Бізнес,,
role.Butler,Дворецький,,
role.CageFighter,Фрі-Файт,,
role.CatEntertainer,Котячий Аніматор,,
role.ChiefScientist,Старший Науковий Співробітник,,
role.CircusAnimal,Циркова Тварина,,
role.Clown,Клоунада,,
role.CoalMiner,Гірництво - Видобуток Вугілля,,
role.CollectingRust,Збирання Металевого Брухту,,
role.Cuddler,Терапія Обіймами,,
role.Cultist,Адепт Культу,,
role.CultLeader,Лідер Культу,,
role.Dancer,Танець,,
role.DrugAddict,Наркозалежність,,
role.DrugDealer,Торгівля Наркотиками,,
role.Drummer,Гра на Барабанах,,
role.Engineer,Інженерна Робота,,
role.Firefighter,Служба у Пожежній Охороні,,
role.GameDeveloper,Розробка Відеоігор,,
role.GirlScout,Пластунка,,
role.Guitarist,Гра на Гитарі,,
role.Guru,"Духовне Наставництво, Гуру",,
role.Hippie,Життя у Комуні Хіпі,,
role.Hipster,Хіпстерська Тусовка,,
role.Homeless,Безхатько,,
role.Househusband,Домогосподар,,
role.Housewife,Домогосподарка,,
role.Janitor,Прибирання Приміщень,,
role.LitterboxTester,Тестування Котячих Туалетів,,
role.LotteryWinner,Переможець у Лотереї,,
role.MallCop,Служба Безпеки у Супермаркеті,,
role.Mercenary,Служба у Приватній Військовій Кампанії,,
role.Millionaire,Мільйонер,,
role.Monk,Чернецтво,,
role.MouseHunter,Полювання на Мишей,,
role.Nanny,Догляд за Дітьми,,
role.Nurse,"Медицина, Сестринська Справа",,
role.OperaSinger,Оперний Спів,,
role.OrganSmuggler,Контрабанда Біо-Матеріалів та Органів,,
role.Painter,Живопис,,
role.Pet,Домашній Улюбленець,,
role.PetBot,Робот-Домашній Улюбленець,,
role.Pianist,Гра на Піаніно,,
role.PoliceDog,Служба у Поліціі,,
role.Politician,Політична Діяльність,,
role.President,Президентство,,
role.Purrfectionist,Муррфекціоніст,,
role.RescueDog,Служба у Оперативно-Рятувальному Загоні,,
role.Researcher,Дослідницька Діяльність,,
role.RoboButler,Робот-Дворецький,,
role.SandwichAssembler,Комплектування Сандвічів,,
role.Scientist,Наукова Робота,,
role.ScoutCampManager,Керівництво Табором Пластунів,,
role.SexWorker,Секс-Робота,,
role.ShelterAnimal,Тварина із Приюту,,
role.Shepherd,Випас Тварин,,
role.Singer,Естрадний Спів,,
role.Slave,Рабство,,
role.SoftwareDeveloper,Розробка ПЗ,,
role.Soldier,Служба у Збройних Силах,,
role.Stray,Вулична Тварина,,
role.SuicideBomber,"Терористична Діяльність, Смертник",,
role.Teacher,Освітня та Викладацька Діяльність,,
role.Terrorist,Терористична Діяльність,,
role.TestSubject,Піддослідний Об'єкт,,
role.Thief,"Правопорушення, Крадіжки",,
role.Thug,"Кримінальне Угрупування, Бандитизм",,
role.Unemployed,Безробіття,,
role.Volunteer,Волонтерство,,
role.WebDeveloper,Веб-Розробка,,
role.ZooAnimal,Тварина із Зоопарку,,
role.MadScientist,Притрушений Науковець,,
inflict.wound.log,{0} - атаковано {3} - уражено <b>{4}</b> - <b>{1} {2}</b>,,{0} is attacker name {1} wound severity level {2} is wound damage type {3} is victim name {4} is victims body part name. Example: John inflicted a Critical Piercing wound on Mike's Head
attack.type.blunt,Ударне,,
attack.type.sharp,Різане,,
attack.type.piercing,Проникаюче,,
attack.type.energy,Енергетичне,,
noun.jobs,Типи Завдань,,
job.priority,Пріоритет: <b>{0}</b>,,{0} is a number
job.level,Навичка <b>{0}</b>,,Must be as short as possible. {0} is a number
adj.incapable,Нездатність до цього,,
job.level.progress,Поліпшення навички: {0},,
job.fail.no.worker,Не виконуються завдання типу <b>{0}</b>. Слід перевірити пріоритети у Працівників.,,{0} job type name
job.fail.no.skill,"Жоден Працівник не виконує завдання типу <b>{0}</b> рівня <b>{1}</b>. Перевірте налаштування пріоритетів у Працівників, або спробуйте підвищити їхні відповідні навички шляхом виконання простіших завдань типу <b>{0}</b>.",,{0} job type name. {1} leve number
goal.state.available,Доступно,,
goal.state.pending,Незавершено,,
goal.state.preassigned,Призначено,,
goal.state.bidding,Запропоновано,,
goal.state.inprogress,Виконується,,
goal.state.cancelled,Скасовано,,
goal.state.interrupted,Перервано,,
goal.state.completed,Завершено,,
goal.state.error,Помилка,,
goal.state.errorlooping,Циклічна Помилка,,
goal.state.uninitialized,Деініціалізація,,
goal.state.failed,Невдале,,
job.priority.hint,"Пріоритети: <b>1</b> = Найнижчій, <b>5</b> = Найвищій, <b>0</b> = Заборонено",2024-04-25,
verb.embark,Розпочати,,
verb.cleaning.up,Прибирання,,"For washing yourself in a shower, taking a bath, etc"
scenario.wrecked_empty_ship.tooltip,Відбудуйте розтрощений космічний корабель та врятуйте свою колонію. Це основний сценарій.,,
noun.abilities,Можливості,,
noun.body.part,Структурний Елемент,,
noun.source,Засіб,,As in source of some effect
noun.trait,Риса,,Example trait can be Clumsy or Brave
no.conditions,Нормальний,,
no.conditions.tip,"Організм цієї істоти наразі не перебуває у будь-якому із Особливих Станів. Цей розділ міститиме перелік змін до Нормального Стану - поранення, хвороби, відмови органів або модулів та таке інше.",,
bodypart.type.Appendage,Відросток,,as in a limb
bodypart.type.Maw,Паща,,alternative of jaw
bodypart.Appendage.LegCrawler,Лапа Краулера,,
bodypart.Appendage.LegCrawler.desc,Органічна Лапа Краулера,,
bodypart.Body.BodyCrawler,Тулуб Краулера,,
bodypart.Body.BodyCrawler.desc,Органічний Тулуб Краулера,,
bodypart.Hand.Manipulator,Маніпулятор,,
bodypart.Hand.Manipulator.desc,"Вдосконалений механічний ефектор, здатний до виконання високоточних завдань.",,
bodypart.Maw.MawCrawler,Паща Краулера,,
bodypart.Maw.MawCrawler.desc,Органічна Пащека Краулера,,
obj.equipment.clothing.spacesuit02,Реактивний Скафандр,,
obj.equipment.clothing.tracksuit01,Спортивний Костюм,,
obj.equipment.clothing.tracksuit02,Спортивний Костюм,,
obj.equipment.clothing.uniform02,Уніформа,,
obj.equipment.clothing.uniform03,Уніформа,,
obj.equipment.hats.crawlerfacehug,Краулер,,
obj.equipment.hats.spacehelmet02,Посилений Шолом,,
objects.devices.botdock,Док Роботів,,
overlay.tip.Dev,Режим Розробника,,
objects.devices.assemblyhub,Механічний Хаб,,
objects.devices.assemblyhub.desc,"Споруда, де відбувається модифікація механічних істот.",,
objects.devices.botdock.desc,Док-станція для механічних істот будь-якого типу. Містить зарядну станцію низької потужності.,,
objects.devices.organstorage,Сховище Органів,,
objects.devices.organstorage.desc,Кріо-сховище для зберігання частин біологічних істот у належних умовах для подальшого безпечного використання.,,
objects.devices.partstorage,Сховище Запчастин,,
objects.devices.partstorage.desc,Склад для модулів механічних істот.,,
objects.devices.surgeryhub,Хірургічний Хаб,,
objects.devices.surgeryhub.desc,"Споруда, де у стерильних умовах виконуються інвазивні медичні процедури - ампутації, трансплантації, та таке інше. ",,
obj.containers.bodypartorganic,Частина Тіла (Органічна),,
obj.containers.bodypartorganic.desc,Містить частини тіл біологічних істот.,,
obj.containers.bodypartrobotic,Модуль (Механічний),,
obj.containers.bodypartrobotic.desc,Містить модулі механічних істот.,,
obj.equipment.clothing.spacesuit01.desc,Базовий скафандр. Потребує наявності у комплекті Шолома.,,
obj.equipment.clothing.spacesuit02.desc,"Вдосконалений скафандр, укомплектований Міні-Джетом. Потребує наявності у комплекті Шолома.",,
obj.equipment.clothing.tracksuit01.desc,Зручний звичайний одяг.,,
obj.equipment.clothing.tracksuit02.desc,Зручний звичайний одяг.,,
obj.equipment.clothing.uniform01.desc,Простий формений одяг.,,
obj.equipment.clothing.uniform02.desc,Простий формений одяг.,,
obj.equipment.clothing.uniform03.desc,Простий формений одяг.,,
obj.equipment.hats.crawlerfacehug.desc,"Краулер, що захопив голову та прикріпився до обличчя колоніста.",,
obj.equipment.hats.hat01.desc,Файний капелюх.,,
obj.equipment.hats.spacehelmet01.desc,"Герметичний шолом, що має бути у комплекті зі скафандром.",,
obj.equipment.hats.spacehelmet02.desc,"Герметичний шолом, що має бути у комплекті зі скафандром. Забезпечує додатковий захист від небезпечних факторів навколишнього середовища.",,
stat.Fun,Радість,,
stat.Fun.desc,Наскільки радісно живеться істоті.,,
stat.FunDropRate,Темп Зменшення Радості,,
stat.FunDropRate.desc,Як швидко зменшується рівень радості.,,
stat.FunIncreaseRate,Темп Збільшення Радості,,
stat.FunIncreaseRate.desc,Як швидко збільшується рівень радості.,,
stat.DepressionTendency,Тенденція до Депресії,,
stat.DepressionTendency.desc,Вірогідність набуття стану депресії.,,
stat.Sleep,Сон,,
stat.Sleep.desc,Наскільки добре істота відпочила під час сну.,,
stat.HungerSatisfyRate,Темп Задоволення Голоду,,
stat.HungerSatisfyRate.desc,Як швидко істота споживає їжу.,,
stat.ToiletReliefRate,Темп Задоволення Потреби у Туалеті,,
stat.ToiletReliefRate.desc,Як швидко істота задовольняє потребу у Туалеті.,,
stat.Hygiene,Гігієна,,
stat.Hygiene.desc,Наскільки чистою почуває себе істота.,,
stat.HygieneReliefRate,Темп Задоволення Гігієнічних Потреб,,
stat.HygieneReliefRate.desc,Як швидко істота очищує себе.,,
stat.HygieneRate,Темп Наростання Гігієнічних Потреб,,
stat.HygieneRate.desc,Як швидко істота знову почуватиме себе брудною та потребуватиме очищення.,,
need.Equipment,Обладнання,,
noun.experience,Життєвий Досвід,,as in Job Experience or Life Experience and wisdom
age.phase.childhoood,Дитинство,,
age.phase.young.adult,Молодість,,
age.phase.midlife,Зрілість,,
age.phase.retirement,Старість,,
verb.loves,Подобається,,as in Loves work
job.incapable.of,Нездатність до ,,as in Incapable of violence
modifier.Difficulty,Складність,,
modifier.DisableStoryEvents,Відключити Ігрові Події,,
job.type.Mining,Гірництво,,
job.type.Robotics,Робототехніка,,
job.type.Task,Постановка Завдань,,
jobs.loves,Дехто із екіпажа має схильність до завдань такого типу,,
jobs.nobody.capable,Ніхто із екіпажа не може виконувати завдання такого типу,,
noun.conditions,Особливі Стани,,plural of condition. as in health conditions
stat.Temp.desc,Поточна температура,,
select.item,Оберіть Предмет,,header for a list of items
verb.equip,Задіяти,,as in Equip an item
direct.order.wrong.faction,Ця істота не належить до вашої <b>Фракції</b> і не підкорятиметься вашим наказам.,,
direct.order.low.ai.alignment,Ця істота має низький рівень <b>Злагоди із ШІ</b> і не підкорятиметься вашим наказам.,,
adjective.available,Доступне,,
body.configuration,Складові,,
noun.body,Тіло,,
not.available.short,Н/Д,,an abbreviated version of Not Available. if your country does not have an abbreviation for this you can use a word 'No'.
direct.order.available,Ця істота виконуватиме ваші накази.,,
ctrl.assign.attack.target,Утримуючі {1} зробіть клік {0} щоб призначити ціль для атаки.,,
ctrl.attack.being,Утримуючі {1} зробіть клік {0} щоб атакувати цю істоту.,,
noun.combat.unit,Режим Бою,,
combat.unit.state.unaware,Небойовий,,
combat.unit.state.aggressive,Агресивний,,
combat.unit.state.aware,Тривога,,
combat.unit.state.fleeing,Відступати,,
noun.attack.target,Атакувати Ціль,,
adjective.personal,Персональне,,For personal jobs
adjective.colony,Загальне,,For colony jobs
combat.cover.at.none,Без укриття у {0},,
combat.cover.at,Укриття у {0},,
direction.north.short,Пн,,
direction.south.short,Пд,,
direction.east.short,Сх,,
direction.west.short,Зх,,
direction.north.east.short,Пн-Сх,,
direction.south.east.short,Пд-Сх,,
direction.north.west.short,Пн-Зх,,
direction.south.west.short,Пд-Зх,,
verb.assign,Призначити,,as in assign a room or a bed to someone
assigned.bot,Призначений Бот,,
assignable.bots,Не Призначені Боти,,
assigned.dock,Призначений Док,,
assignable.docks,Не Призначені Доки,,
verb.unassign,Звільнити,,
