Key,Translation,Version,Comment
menu.floorreg,ular,Sols Réguliers,
menu.floorreg,ular.desc,"Sol réguliers de durabilité moyenne, recommandés pour les habitations",
menu.floorrei,nforced,Sols Renforcés,
menu.floorrei,nforced.desc,"Sols à durabilité accrue, recommandés pour les zones extérieures du vaisseau",
menu.floors,S,ols,
menu.floors.d,esc,Toutes sortes de sols,
menu.floorspe,cial,Sols spéciaux,
menu.floorspe,cial.desc,Cadres et autres types de sols spécialisés,
menu.food,Pro,duction alimentaire,
menu.food.des,c,Production alimentaire et dispositifs associés,
menu.furnitur,e,Un meuble,
menu.furnitur,e.desc,"Chaises, tables, lits",
menu.fx,Salet,é,
menu.game.con,tinue,Continuer,
menu.game.loa,d,Charger une partie,
menu.game.nam,e,Nom de la partie,
menu.game.nam,e.enter,Nom de la partie...,
menu.game.new,,Nouvelle partie,
menu.game.set,tings,Paramètres de jeu,
menu.game.set,tings.desc,Paramètres liés au jeu en cours,
menu.global.s,ettings,Paramètres globaux,
menu.global.s,ettings.desc,Paramètres qui restent les mêmes sur plusieurs jeux,
menu.hats,Cha,peaux,
menu.hats.des,c,Divers articles de couvre-chef,
menu.headgear,,Coiffures,
menu.main,Men,u principal,
menu.main.too,ltip,Utilisez TAB pour rechercher des éléments dans ce menu,
menu.material,s,Matériaux,
menu.material,s.desc,Divers matériaux,
menu.matrix,L,a matrice,
menu.matrix.d,esc,Addons pour votre matrice,
menu.meals,Re,pas,
menu.meals.de,sc,Génère un repas,
menu.misc,Div,ers,
menu.misc.des,c,Divers objets divers,
menu.mods,Mod,s,
menu.obj,Obje,ts,
menu.obj.desc,,"Divers perdre des objets, des ressources, etc.",
menu.objects,,Objets,
menu.objects.,desc,Objets que vous pouvez construire,
menu.plants,L,es plantes,
menu.plants.d,esc,Plantes diverses,
menu.press.an,y.key,Appuyez sur une touche,
menu.producti,on,Production,
menu.producti,on.desc,"Dispositifs de traitement de matériaux, dispositifs d'assemblage, etc.",
menu.projecti,les,Projectiles,
menu.save,Sau,vegarder,
menu.save.des,c,Sauvegarder le jeu,
menu.security,,Sécurité,
menu.security,.desc,Armes et systèmes de défense,
menu.settings,,Paramètres,
menu.settings,.audio,Audio,
menu.settings,.audio.desc,Modifier les paramètres audio,
menu.settings,.current_game,Paramètres de jeu actuels,
menu.settings,.desc,Paramètres globaux,
menu.settings,.gameplay,Réglage du jeu,
menu.settings,.input,Configuration des touches,
menu.settings,.language,Langage,
menu.settings,.video,Vidéo,
menu.settings,.video.desc,Modifier les paramètres vidéo,
menu.shuttles,,Navettes,
menu.shuttles,.desc,Navettes pour les voyages dans l'espace,
menu.spacetra,vel,Voyage dans l'espace,
menu.spacetra,vel.desc,Objets liés au voyage dans l'espace,
menu.special,,Spécial,
menu.special.,desc,Appareils divers à usage spécialisé,
menu.structur,e,Structure,
menu.structur,e.desc,"Murs, sols et portes",
menu.tables,L,es tableaux,
menu.upgrades,,Mises à jours,
menu.upgrades,.desc,Modules de mise à niveau,
menu.walls,Mu,rs,
menu.walls.de,sc,Toutes sortes de murs,
menu.weapons,,Armes,
menu.weapons.,desc,armes de mêlée,
merchant.beac,on,Balise du marchand,
merchant.beac,on.success,Succès de la balise marchande,
merchant.offe,ring.trade,Le marchand propose un échange,
merchant.ship,,{0} (marchand),
merchant.ship,.offering.trade,Vaisseau marchand proposant des échanges,
merchant.type,.MerchantAlloy,Marchand d'alliage,
merchant.type,.MerchantBuilding,Marchand de ressources en construction,
merchant.type,.MerchantGeneral,Marchand généraliste,
merchant.type,.MerchantOil,Marchand de pétrole,
merchant.type,.MerchantOre,Marchand de minerai,
merchant.type,.MerchantRobotics,Spécialiste en robotique,
merchant.type,.MerchantSlaver,Marchand d'êtres
merchant.type,.MerchantUpgrades,Marchand de mises à jour,
merchant.type,.MerchantWeapon,Marchand d'armes,
merchants.wal,let,Portefeuille de {0},
meteor,Météore,,
meteor.impact,,Impact des météores,
meteor.incomi,ng,Météore entrant,
meteor.shower,.avoided,Bonne nouvelle à tous. Nous avons évité une pluie de météorites !,
mining.curren,cy,Mining {0},
mining.orders,,Ordres d'exploitations,
missing,Dispa,rue,
missing.airlo,ck,Sas manquant,
missing.airlo,ck.desc,Votre vaisseau doit avoir au moins un sas sur le mur extérieur pour assurer l'accès à l'espace ouvert.,
ml.booth.bar,,Formation {0} : {1:0.00},
mod.disabled,,Mod désactivé,
mod.enabled,M,od activé,
mod.version,V,ersion du module: {0},
modifier.MapS,ize,Taille de carte [{0}x{0}],
modifier.MapS,ize.desc,Définit la zone dans laquelle vous pouvez construire. Des tailles de carte plus grandes peuvent avoir un effet négatif sur les performances,
modifier.NoCo,mbat,Désactiver les combats,
modifier.NoCo,mbat.desc,"Mode paisible, sans combats et raids ennemis",
modifier.NoDe,viceWear,Désactiver l'usure des appareils,
modifier.NoDe,viceWear.desc,Les appareils ne perdent pas leur durabilité à cause de l'utilisation,
modifier.NoPa,use,Aucune pause,
modifier.NoPa,use.desc,"Le temps ne peut s'arrêter. Vous pouvez toujours passer à des vitesses élevées, mais vous ne pouvez pas faire de pause.",
modifier.NoRe,load,Pas de rechargement (Permadeath),
modifier.NoRe,load.desc,"Le mode ""Pas de rechargement"" est la façon dont ce jeu est censé être joué. Mais cela peut et va devenir impitoyable, tout événement qui survient dans votre colonie est permanent.",
modifier.Reso,urceMul,Multiplicateur de ressources [{0:0.##x}],
modifier.Reso,urceMul.desc,"Modifie la quantité de ressources initiales disponibles lors du démarrage d'une nouvelle partie. Affecte également la quantité de ressources disponibles sur les planètes.",
modifier.Ship,Size,Taille du vaisseau [{0:0.##}x],
modifier.Ship,Size.desc,Ajuste la taille relative du vaisseau généré. La petite taille peut prendre plus de tentatives pour générer. Commencer dans un petit vaisseau sera plus difficile que dans un grand.,
modifiers,mod,ificateurs,
month,mois,  ,
mood,Humeur, ,
mood.trend,Te,ndance de l'humeur: {0};
move.near.pos,,Se déplacer près de {0},
move.to.obj,D,éplacement vers {0},
move.to.pos,D,éplacer vers {0},
multiple.node,s,Noeuds multiples,
multiple.sele,ction,Plusieurs {0},
my.birthday,M,on anniversaire,
naked,Nue,   ,
nav.arrived,I,mmobile,
nav.fail.bein,g.dead,L'ouvrier est mort,
nav.fail.bein,g.immobilized,"Le travailleur est immobilisé, soit déchargé ou a besoin d'un étage pour se déplacer mais n'en a pas",
nav.fail.last,.nav.not.done,Dernière demande de navigation est en cours de finition,
nav.fail.obje,ct.blocked.by.adjacent,L'accès à cet objet est bloqué par des objets ou une structure adjacents,
nav.fail.targ,et.unavailable,Cible non disponible,
nav.fail.unre,achable.flying,"Le travailleur volant n'a pas pu trouver un chemin vers l'emplacement cible. Vérifiez si les portes sont alimentées et non verrouillées, ou si le travailleur n'est pas isolé.",
nav.fail.unre,achable.grounded,"Le travailleur bloqué n'a pas trouvé de chemin vers l'emplacement cible. Vérifiez si les portes sont alimentées et non verrouillées, ou si le travailleur n'est pas isolé.",
nav.failed,La, navigation vers {0} a échoué,
nav.flying,Ca,pable de voler,
nav.grounded,,Un besoin de terrain pour marcher,
nav.immobiliz,ed,Immobiliser,
nav.moving,Dép,lacement vers {0},
nav.waiting,C,alcul du chemin vers {0},
navigation,La, navigation,
nebula.opt,Qu,alité de la nébuleuse,,
nebula.opt.of,f,Désactivé,,
nebula.opt.re,altime,Temps réel (non optimisé),,
nebula.opt.st,atic,Statique (conseillé),,
nebula.opt.ti,p,"La nébuleuse statique est un instantané de celui en temps réel, seul l'effet de parallaxe sera manquant. La nébuleuse en temps réel est très chère sur le GPU et n'est pas recommandée, sauf si vous êtes sur une plateforme puissante compatible RTX.",
need.Aestheti,cs,Esthétique,
need.Aestheti,cs.info,Besoin d'un environnement propre et beau.,
need.Electric,ity,Électricité,
need.Electric,ity.info,"L'électricité est généralement la principale source d'énergie pour toutes les formes de vie artificielle, y compris vos robots ouvriers et vos drones. Si le niveau de besoin tombe à 0, le travailleur entrera dans une procédure de recharge d'urgence lente, au cours de laquelle il ne pourra pas se déplacer ou effectuer des tâches jusqu'à ce que les panneaux solaires intégrés ramènent le niveau de charge à 10 %. Construisez suffisamment de stations de recharge pour empêcher le ralentissement des travailleurs et l'arrêt temporaire en raison d'une recharge d'urgence.",
need.Fun,Amus,ant,
need.Fun.info,,Le plaisir est essentiel pour garder une bonne humeur.,
need.Hunger,F,aim,
need.Hunger.i,nfo,"Lorsqu'il a faim, il cherchera de la nourriture.",
need.Maintena,nce,Maintenance,
need.Maintena,nce.info,Les robots et les drones nécessitent un entretien régulier pour un bon fonctionnement. Construisez une station de réparation pour répondre aux besoins de maintenance.,
need.None,Auc,un (besoin),
need.Oxygen,O,xygène,
need.Oxygen.i,nfo,Cet être a besoin de suffisamment d'oxygène pour survivre.,
need.Purpose,,Mais,
need.Purpose.,info,"Les êtres auront tendance à faire plus de travail quand cela les récompensera avec un sentiment de but. Si le besoin de finalité du travailleur est complet, il est fort probable qu'il travaille depuis longtemps et qu'il aura tendance à choisir les tâches avec moins d'enthousiasme.",
need.Reproduc,tion,La reproduction,
need.Rest,Rep,os,
need.Rest.inf,o,Les êtres biologiques se fatiguent quand ils travaillent. Ils devront s'accorder un peu de repos avant de travailler sur autre chose.,
need.Safety,S,écurité,
need.Sanity,S,anté mentale,
need.Shower,D,ouche,
need.Shower.i,nfo,"Quand un être se salit, il aura envie de prendre une douche.",
need.Sleep,Do,rmir,
need.Sleep.in,fo,Les êtres biologiques ont tous besoin de sommeil pour se ressourcer. Construisez-leur des lits.,
need.Social,S,ocial,
need.Stress,S,tress,
need.Stress.i,nfo,Gardez le stress sous contrôle ou vos colons commenceront à paniquer ou à faire des choses folles !,
need.Toilet,T,oilettes,
need.Toilet.i,nfo,"Lorsque le besoin de toilettes est faible, cet être voudra aller chercher des toilettes.",
needs,Besoins,,
needs.reload,,Nécessite un rechargement,
net.worth,Val,eur nette,
new.update,No,uvelle mise à jour !,
new.update.no,te,"Version actuelle: <b>{0} ({1})</b><br>Mise à jour: <b>{2} ({3})</b><br><br>Il y a <b><color={4}>{5} nouveaux changements</color></b>.",2022-08-16
next,Suivant,,
next.wake.up,,Prochain réveil,
nickname,Surn,om,
no,Non,      ,
no.access.to.,starmap,"Nous devons être connectés aux contrôleur de pont pour avoir accès à la carte des étoiles. Recherchez ""Contrôles du vaisseau"" pour acquérir le plan de contrôleur de pont.",2022-08-01,
no.active.com,bat,Aucun combat actif,
no.available.,teleporter,Aucun téléporteur disponible,
no.blueprints,,Pas de plans,
no.blueprints,.help,Les options d'impression deviendront disponibles une fois que les plans compatibles avec cet appareil seront déverrouillés grâce à la recherche,
no.chair.in.w,ork.spot,Pas de chaise au poste de travail,
no.coffee,pas, de café,
no.compute.sh,aders,Pas de shaders de calcul,
no.compute.sh,aders.info,"Votre GPU ne prend pas en charge les <b>Compute Shaders</b>.<br><br>Si votre système dispose de plusieurs GPU, assurez-vous que le bon est actif. GPU utilsé: <b>{0}</b>",2022-07-04,
no.data,aucun,e donnée,
no.destinatio,n,Aucune destination,
no.energy.sou,rce,Aucune source d'énergie,
no.force.fiel,ds,Champs de force non disponibles,
no.fuel,Pas d,e carburant,
no.internet,A,ucune connexion Internet,
no.internet.i,nfo,"Le jeu n'a pas reçu de réponse de <b>stardeusgame.com</b>.Vérifiez si vous avez une connexion Internet et si le jeu n'est pas bloqué par un pare-feu ou un antivirus.<br><br>La fonction Signaler un bogue n'est pas disponible.Veuillez utiliser Stardeus Discord pour signaler votre problème.",2022-08-11,
no.items.avai,lable,Aucun élément traitable,
no.known.mats,,Aucun renseignement,
no.known.mats,.info,"Nous n'avons aucune connaissance des matériaux disponibles sur cet objet spatial. Construisez un radar et utilisez l'action ""Scan"" sur l'objet spatial pour obtenir des informations sur les dépôts de matériaux.",
no.materials.,available,Aucun matériel disponible,
no.multiverse,.tech,Nous n'avons pas encore suffisamment de technologie pour afficher quoi que ce soit au-dessus du niveau de l'Univers dans la carte des étoiles,
no.plants.ava,ilable,Aucune plante disponible,
no.projectile,,Aucun projectile,
no.research,A,ucune recherche,
no.saves,Aucu,ne sauvegarde,
no.saves.avai,lable,Aucune sauvegarde disponible,
no.saves.desc,,"Ce jeu n'a pas encore été enregistré. Si vous souhaitez charger un autre jeu, quittez d'abord le menu principal.",
no.shower,Pas, de douche,
no.shuttles,P,as de navettes,
no.shuttles.d,esc,Vous devez construire au moins une navette pour envoyer une expédition,
no.socialize.,partner,Personne avec qui socialiser,
no.target,Auc,une cible,
no.task,Ne pa,s demander,
no.task.reaso,n.could.not.fly,"<b>{0}</b> tâches ignorées dans un espace ouvert, car ce <b>travailleur ne peut pas voler</b>.",
no.task.reaso,n.job.priority0,Tâches <b>{0}</b> ignorées car le collaborateur n'a <b>aucune priorité pour ce type de travail</b>.,
no.task.reaso,n.last.eval,Le travailleur a évalué toutes les tâches il y a <b>{0}</b> (pendant le temps de jeu).,
no.task.reaso,n.no.skill,<b>Pas assez de compétences</b> pour les tâches <b>{0}</b>.,
no.task.reaso,n.reluctant,"<b>{0}</b> des tâches ont été ignorées car <b>le travailleur était réticent</b> à effectuer cette tâche (trop loin, ou a échoué récemment, etc.)",
no.task.reaso,n.total,Il y a <b>{0}</b> tâches en attente.,
no.task.reaso,n.unreachable.loc,"<b>Impossible d'atteindre</b> le lieu de travail pour les tâches <b>{0}</b> (pas de chemin, pas de portes, ou verrouillé/hors tension ?)",
no.task.reaso,n.unreachable.loc.mem,Tâches <b>{0}</b> ignorées en raison de l'<b>échec récent d'atteindre</b> le lieu de travail ou d'atteindre un matériau (je réessayerai bientôt),
no.task.reaso,n.unreachable.mats.flying,"<b>n'a pas pu atteindre tous les matériaux requis</b> pour les tâches <b>{0}</b>. Des matériaux sont disponibles, mais peut-être derrière une porte verrouillée ou non alimentée ?",
no.task.reaso,n.unreachable.mats.grounded,"<b>n'a pas pu atteindre tous les matériaux requis</b> pour les tâches <b>{0}</b>. Les matériaux sont disponibles, mais probablement inaccessibles parce que <b>ce travailleur ne peut pas voler</b>, ou derrière une porte verrouillée ou non alimentée ?",
no.task.reaso,n.unsafe,"<b>{0}</b> tâches ignorées, car le lieu de travail ou les matériaux requis pour la tâche se trouvaient dans un <b>emplacement dangereux</b> (pas d'oxygène, trop froid, trop chaud ?)",
no.task.reaso,n.workable,<b>{0}</b> les tâches sont <b>réalisables</b> pour cela.,
no.tasks.raso,n.clock.stopped,"Remarque: <b>Le temps est suspendu</b> pour le moment, les tâches ne sont évaluées que lorsque le temps est en cours d'exécution.",
no.terraform.,controls,"Cette fonction nécessite une connexion au controleur de terraformation. Recherchez ""Terraformation"" pour acquérir le plan du controleur de terraformation.",
no.terraform.,target,Aucune cible pour la terraformation, 
no.terraform.,target.help,"Approchez-vous d'une planète terraformable pour commencer le processus de terraformation. Vous pouvez trouver des planètes terraformables dans la carte en recherchant une marque spéciale près du nom de la galaxie, du système et de la planète.",
no.terraforma,ble,Aucune planète terraformable,
no.terraforma,ble.help,Vous n'avez pas encore découvert de planètes terraformables. Construisez un télescope et utilisez-le pour scanner l'univers à la recherche de cibles potentielles de terraformation.,
no.toilet,Pas, de toilettes,
no.upgrade,Pa,s de mise à niveau,
no.winch.anch,or,Treuil d'ancrage non disponible,
noisy.crowd,F,oule bruyante,
non.controlla,ble.worker,Travailleur non géré,
not.achieved.,yet,Pas encore réalisé,
not.available,,Pas disponible,
not.configure,d,Pas configuré,
not.customiza,ble.in.demo,Non personnalisable en démo,
not.customiza,ble.in.demo.storygen,"Dans la démo, vous n'obtenez qu'un conteur aléatoire, qui n'est absolument pas équilibré et vous lancera des événements complètement aléatoires.",
not.docked,No,n amarré,
not.enclosed,,Zone non clôturée,
not.enough.ra,m,Pas assez de mémoire,
not.enough.ra,m.info,"Mémoire requise: {0} EB, disponible: {1} EB. Vérifiez le réseau énergétique ou construisez plus de modules de mémoire (débloqués par la recherche informatique).",
not.enough.st,orage,Pas assez d'espace disque,
not.enough.st,orage.info,"Disque requis: {0} ZB, Disponible: {1}/{2} ZB. Construisez plus de modules de disque (déverrouillés par la recherche informatique).<br><br>Vous pouvez également récupérer l'espace disque en ouvrant le menu <b><nobr>Recherche stockée</nobr></b>sur la gauche et en exécutant <b>Décharger</b> sur un élément de recherche.",
not.growing,P,as de croissance,
not.in.demo,N,on disponible en démo,
not.linked,Pa,s de lien,
not.mining.cu,rrency,Ne pas miner de devise,
not.petted.be,fore,n'a pas été caressé avant,
not.powered,N,on alimenté,
not.processin,g,Pas de traitement. Capacité de la file d'attente: {0},
not.ready,Pas, prêt,
nothing.resea,rched,Aucune technologie connue,
nothing.to.cl,ean,Rien à nettoyer,
nothing.to.cl,ean.info,Il n'y a pas de saleté actuellement accessible par ce robot de nettoyage,
notify.on.dis,charge,Avertir à la décharge,
now.playing,J,eu en cours: {0},
now.processin,g,Traitement {0} [{1}/{2}],
nowhere.to.sl,eep,Nulle part où dormir,
obj.asteroids,.asteroid01,Astéroïde,
obj.asteroids,.asteroid01.desc,"Oui, c'est aussi mauvais qu'il y paraît. Croisez les doigts et espérez qu'il ne touche rien.",2022-03-19,
obj.asteroids,.asteroid02,Astéroïde,
obj.asteroids,.asteroid02.desc,"Oui, c'est aussi mauvais qu'il y paraît. Croisez les doigts et espérez qu'il ne touche rien.",2022-03-20,
obj.asteroids,.asteroid03,Astéroïde,
obj.asteroids,.asteroid03.desc,"Oui, c'est aussi mauvais qu'il y paraît. Croisez les doigts et espérez qu'il ne touche rien.",2022-03-21,
obj.asteroids,.asteroidmega01,Méga astéroïde,
obj.asteroids,.asteroidmega01.desc,Un astéroïde exceptionnellement gros. Mieux vaut lever les barrières quantiques dès que possible.,
obj.asteroids,.asteroidmega02,Méga astéroïde,
obj.asteroids,.asteroidmega02.desc,Un astéroïde exceptionnellement gros. Mieux vaut lever les barrières quantiques dès que possible.,
obj.asteroids,.asteroidmega03,Méga astéroïde,
obj.asteroids,.asteroidmega03.desc,Un astéroïde exceptionnellement gros. Mieux vaut lever les barrières quantiques dès que possible.,
obj.asteroids,.meteor01,Météore,
obj.asteroids,.meteor01.desc,"Pas aussi grave qu'un astéroïde, mais une pluie de ceux-ci peut causer de graves dommages",
obj.container,s.breachcapsuleflying,Capsule d'abordage,
obj.container,s.breachcapsuleflying.desc,Cela n'a pas l'air sympathique !,
obj.container,s.probeflying,Sonde,
obj.container,s.probeflying.desc,Une sonde lancée qui est sur le point de scanner un objet distant,
obj.container,s.stasispodflying,Chambre de stase,
obj.container,s.stasispodflying.desc,La chambre de stase peut contenir des êtres en sommeil cryogénique et parcourir de longues distances dans l'espace,
obj.container,s.storagecapsule,Capsule de stockage,
obj.container,s.storagecapsule.desc,Un cadeau d'en haut. Ou est-ce?,
obj.eggs.egg0,1,Objet non identifié,
obj.eggs.egg0,1.desc,On dirait un œuf surdimensionné. Origine inconnue.,
obj.equipment,.clothing.clothing01,Vêtements 01,
obj.equipment,.clothing.clothing01.desc,"Un vêtement. Rien de spécial, mais mieux que de courir nu.",
obj.equipment,.clothing.fclothing01,Vêtements (F),
obj.equipment,.clothing.fclothing01.desc,"Un vêtement régulier, qui convient à une morphologie féminine",
obj.equipment,.clothing.fspacesuit01,Combinaison spatiale (F),
obj.equipment,.clothing.fspacesuit01.desc,"La combinaison spatiale permet aux humains d'aller dans l'espace. Nécessite un casque compatible pour être pleinement opérationnel. Les humains ont toujours besoin d'une zone viable pour certaines action, comme pour manger.",2022-08-12,
obj.equipment,.clothing.mclothing01,Vêtements (H),
obj.equipment,.clothing.mclothing01.desc,"Un vêtement régulier, qui convient à une morphologie masculine",
obj.equipment,.clothing.mspacesuit01,Combinaison spatiale (H),
obj.equipment,.clothing.mspacesuit01.desc,"La combinaison spatiale permet aux humains d'aller dans l'espace. Nécessite un casque compatible pour être pleinement opérationnel. Les humains ont toujours besoin d'une zone viable pour certaines action, comme pour manger.",2022-08-12,
obj.equipment,.hats.ncrawler01,Crawler,
obj.equipment,.hats.ncrawler01.desc,Ce n'est PAS le chapeau que vous voudriez jamais porter !,
obj.equipment,.hats.nhat01,Chapeau,
obj.equipment,.hats.nhat01.desc,Un chapeau fantaisie,
obj.equipment,.hats.nspacehelmet01,Casque spatial,
obj.equipment,.hats.nspacehelmet01.desc,Permet aux humains d'aller dans un espace ouvert pour un temps limité. Nécessite une combinaison spatiale pour être équipé pour travailler.,
obj.equipment,.weapons.energyrifle01,Fusil à énergie,
obj.equipment,.weapons.energyrifle01.desc,Une arme à énergie légère standard de classe spatiale,
obj.material.,coal,Charbon,
obj.materials,.atmospheremix,Mélange atmosphèrique,
obj.materials,.atmospheremix.desc,Un matériau utilisé pour terraformer l'atmosphère de la planète,
obj.materials,.batterycell,Cellule de batterie,
obj.materials,.batterycell.desc,Cellule de batterie au lithium commune utilisée dans les appareils électriques,
obj.materials,.bioenrichedwater,Eau Enrichie Bio,
obj.materials,.bioenrichedwater.desc,Un matériau utilisé pour terraformer les fonds marins,
obj.materials,.biowaste,Biodéchets,
obj.materials,.biowaste.desc,Des trucs désagréables qui peuvent être purifiés en eau propre et en biomasse précieuse à l'aide du recycleur,
obj.materials,.carbon,Carbone,
obj.materials,.carbon.desc,Une matière première qui peut être extraite ou produite en brûlant quelque chose. Peut s'accumuler sous forme de résidu dans certains réacteurs.,
obj.materials,.carbonfiber,Fibre de carbone,
obj.materials,.carbonfiber.desc,Un matériau polyvalent très résistant et léger,
obj.materials,.coal,Charbon,
obj.materials,.coal.desc,Un fossile qui peut être transformé en carbone ou brûlé pour le carburant,
obj.materials,.coffee,Café,
obj.materials,.coffee.desc,"Une boisson chaude et énergisante. Pour certains, c'est plus important que l'eau.",
obj.materials,.coffeebeans,Grains de café,
obj.materials,.coffeebeans.desc,Peut être transformé en café,
obj.materials,.copper,Le cuivre,
obj.materials,.copper.desc,"Un métal mou, légèrement plus lourd que le fer. Utilisé pour produire du câblage et de l'électronique.",
obj.materials,.copperplate,Plaque de cuivre,
obj.materials,.copperplate.desc,"Un alliage de cuivre doux, principalement utilisé pour la production de divers appareils électroniques",
obj.materials,.copperwire,Fil de cuivre,
obj.materials,.copperwire.desc,Un fil électrique ordinaire,
obj.materials,.crudeoil,Pétrole brut,
obj.materials,.crudeoil.desc,Pétrole brute non transformée,
obj.materials,.flour,Farine,
obj.materials,.flour.desc,Idéal pour faire du pain,
obj.materials,.gears,Engrenages,
obj.materials,.gears.desc,Divers engrenages pour fabriquer des pièces mobiles,
obj.materials,.glass,Un verre,
obj.materials,.glass.desc,Une matière première précieuse qui est nécessaire pour produire certains équipements. Aussi pour les fenêtres et les sols avec une vue imprenable !,
obj.materials,.grain,Grain,
obj.materials,.grain.desc,Peut être moulu en farine,
obj.materials,.iron,Le fer,
obj.materials,.iron.desc,Le minerai de fer est principalement utilisé pour produire des plaques d'acier.,
obj.materials,.lithium,Lithium,
obj.materials,.lithium.desc,Ingrédient essentiel pour les batteries.,
obj.materials,.log,Enregistrer,
obj.materials,.log.desc,Utilisez-le comme combustible ou transformez-le en bois pouvant être utilisé pour la construction de meubles,
obj.materials,.microchip,Puce électronique,
obj.materials,.microchip.desc,Composant essentiel pour les travailleurs axés sur l'IA et les équipements électroniques avancés,
obj.materials,.multifertilizer,Engrais universel,
obj.materials,.multifertilizer.desc,Un matériau utilisé dans la terraformation de la biosphère de la planète,
obj.materials,.opticalfiber,Fibre optique,
obj.materials,.opticalfiber.desc,"Un conduit pour le transfert de données à la vitesse de la lumière, souvent utilisé dans la robotique et la fabrication d'appareils électriques avancés",
obj.materials,.organicturf,Gazon organique,
obj.materials,.organicturf.desc,Un matériau utilisé dans la terraformation du terrain de la planète,
obj.materials,.petroleum,Pétrole,
obj.materials,.petroleum.desc,"Un produit du pétrole brut, utilisé dans la production d'autres ressources, telles que le caoutchouc ou le plastique",
obj.materials,.plantfiber,Fibre végétale,
obj.materials,.plantfiber.desc,"Un nutriment extrait de la plupart des plantes. Utile pour produire des aliments, entre autres.",
obj.materials,.plastic,Plastique,
obj.materials,.plastic.desc,"Un matériau synthétique dur, couramment utilisé dans la production de produits électroniques et de petits appareils",
obj.materials,.protein,Protéine,
obj.materials,.protein.desc,Nutriment extrait d'organismes vivants à base de viande. Incontournable des repas gastronomiques.,
obj.materials,.quartz,Quartz,
obj.materials,.quartz.desc,Un minéral commun utilisé pour produire du verre,
obj.materials,.rock,Roche,
obj.materials,.rock.desc,"Substance ressemblant à de la pierre pouvant être dans le sol et nécessaire à plusieurs systèmes de survie. Peut contenir d'autres matériaux à l'intérieur.",2022-03-30,
obj.materials,.rubber,Caoutchouc,
obj.materials,.rubber.desc,Un matériau élastique largement utilisé dans diverses machines et équipements,
obj.materials,.silicon,Silicium,
obj.materials,.silicon.desc,Utilisé dans la production de circuits imprimés et de puces électroniques.,
obj.materials,.soil,Sol,
obj.materials,.soil.desc,"Morceaux de sol et de roche à grain fin, adaptés à la plantation",
obj.materials,.steel,Plaque d'acier,
obj.materials,.steel.desc,"Un matériau commun utilisé dans les vaisseaux spatiaux, trouvé dans des épaves, ou produit en fondant du minerai de fer extrait dans des astéroïdes.",
obj.materials,.titanium,Titane,
obj.materials,.titanium.desc,Minerai de métal léger et robuste,
obj.materials,.titaniumplate,Plaque de titane,
obj.materials,.titaniumplate.desc,Une plaque métallique robuste et légère,
obj.materials,.transistor,Transistor,
obj.materials,.transistor.desc,Un composant essentiel des équipements électriques,
obj.materials,.uranium,Uranium,
obj.materials,.uranium.desc,Un élément lourd radioactif utilisé principalement dans les réacteurs nucléaires. Puissance de sortie élevée.,
obj.materials,.water,L'eau,
obj.materials,.water.desc,Dans l'espace c'est bien plus précieux que l'or,
obj.materials,.wood,Bois,
obj.materials,.wood.desc,Une matière première produite en coupant certaines plantes. Fait des meubles qui sentent comme à la maison.,
obj.meals.bre,ad,Pain,
obj.meals.bre,ad.desc,Goûte comme à la maison,
obj.meals.soy,burger,Burger de soja,
obj.meals.soy,burger.desc,"Si vous le noyez dans du ketchup, il a presque le goût d'un vrai !",
obj.meals.sur,vivalmeal,Repas de survie,
obj.meals.sur,vivalmeal.desc,"Ça a le goût d'une éponge usagée, mais bon, ce sont des nutriments !",
obj.misc.biow,astebullet,Balle de biodéchets,
obj.misc.biow,astebullet.desc,Une balle toxique qui inflige des dégâts d'acide.,
obj.misc.c42,,C42,
obj.misc.c42.,desc,Un successeur moderne de l'explosif classique C4 largement utilisé par les militaires sur l'ancienne Terre,
obj.misc.ener,gybullet,Balle d'énergie,
obj.misc.ener,gybullet.desc,Balle à énergie explosive qui inflige une petite explosion lors de l'impact,
obj.misc.wate,rbullet,Balle d'eau,
obj.misc.wate,rbullet.desc,Fonctionne très bien lorsque vous devez éteindre un incendie ou infliger de légers dégâts à un être hostile,
obj.plants.co,ffeetree,Caféier,
obj.plants.co,ffeetree.desc,Un petit arbre qui produit des grains de café précieux,
obj.plants.oa,k,Chêne,
obj.plants.oa,k.desc,"Un arbre fort, une excellente source de bois",
obj.plants.wh,eat,Blé,
obj.plants.wh,eat.desc,Une culture végétale courante qui pousse bien en apesanteur,
obj.shuttles.,shuttleflying,Navette volante,
obj.shuttles.,shuttleflying.desc,Une navette en plein vol,
obj.upgrades.,asimovoverrideupgrade,Remplacement d'asimov,
obj.upgrades.,asimovoverrideupgrade.desc,Technologie d'intelligence artificielle extraterrestre qui remplace le module de gouvernance d'asimov vous permettant d'ignorer les trois lois de la robotique.,
obj.upgrades.,autoconnectupgrade,"Amélioration ""connexion automatique""",
obj.upgrades.,autoconnectupgrade.desc,"Une fois installée dans votre ordinateur de bord, cette amélioration connectera automatiquement les appareils nouvellement construits ou réparés à votre réseau électrique.",
obj.upgrades.,diskcompressionupgrade,"Amélioration ""Compression de disque""",
