Key,Translation,Version,Comment
no.coffee,Žádná káva,,
no.compute.shaders,Žádné výpočetní shadery,,
no.compute.shaders.info,"Hru nelze spustit, protože vaše GPU nepodporuje <b>výpočetní shadery</b>.<br><br>Pokud má váš systém více GPU, ujistěte se, že je aktivní ten správný. Aktuální GPU: <b>{0}</b>",2022-07-04,
no.data,Žádné údaje,,
no.destination,Žádné místo určení,,
no.energy.source,Žádný zdroj energie,,
no.force.fields,Silová pole nejsou k dispozici,,
no.fuel,Žádné palivo,,
no.internet,Žádné připojení k internetu,,
no.internet.info,"Hra neobdržela odpověď z <b>stardeusgame.com</b>. Zkontrolujte, zda máte připojení k internetu a zda hra není blokována firewallem nebo antivirovým softwarem.<br><br>Funkce „Nahlásit chybu“ není k dispozici. K nahlášení problému použijte prosím Stardeus Discord.",2022-08-11,
no.items.available,Žádné zpracovatelné položky,,
no.known.mats,Žádný Intel,,
no.known.mats.info,"Nemáme žádné informace o materiálech dostupných na tomto vesmírném objektu. Sestavte radar a použijte akci Skenování vesmírného objektu, abyste získali informace o zásobách materiálu.",,
no.materials.available,Žádné dostupné materiály,,
no.multiverse.tech,"Zatím nemáme dostatek technologií, abychom mohli na hvězdné mapě zobrazit cokoli nad úrovní vesmíru.",,
no.plants.available,Nejsou k dispozici žádné rostliny,,
no.projectile,Žádný projektil,,
no.research,Žádný výzkum,,
no.saves,Žádné úspory,,
no.saves.available,Nejsou k dispozici žádné uložené hry,,
no.saves.desc,"Tato hra zatím nebyla uložena. Pokud chcete načíst jinou hru, nejprve ukončete hru do hlavní nabídku.",,
no.shower,Žádná sprcha,,
no.shuttles,Žádné raketoplány,,
no.shuttles.desc,"Abyste mohli vyslat expedici, musíte postavit alespoň jeden raketoplán.",,
no.socialize.partner,"Nikdo, s kým byste se mohli stýkat",,
no.target,Žádný cíl,,
no.task,Žádný úkol,,
no.task.reason.could.not.fly,"Přeskočeno <b>{0}</b> úkolů v otevřeném prostoru, protože tento <b>pracovník nemůže létat</b>.",,"{0} will be count of tasks, a number (1 or bigger)"
no.task.reason.job.priority0,"Přeskočeno <b>{0}</b> úkolů, protože pracovník nemá <b>pro tento typ úlohy žádnou prioritu</b>.",,Displaye when showing a reason why the selected worker will not do some tasks. {0} will be count of tasks (a number).
no.task.reason.last.eval,Pracovník vyhodnotil všechny úkoly <b>před {0}</b> (během hry).,,
no.task.reason.no.skill,<b>Nedostatek dovedností</b> pro <b>{0}</b> úkoly.,,
no.task.reason.reluctant,"Úkoly <b>{0}</b> byly přeskočeny, protože <b>pracovník se zdráhal</b> tento úkol provést (příliš daleko, nedávno selhal atd.).",,
no.task.reason.total,Počet nevyřízených úkolů: <b>{0}</b>.,,
no.task.reason.unreachable.loc,"<b>Nelze dosáhnout</b> na pracovní místo pro <b>{0}</b> úkoly (bez cesty, bez dveří nebo zamčené/bez napájení).",,
no.task.reason.unreachable.loc.mem,Přeskočeno <b>{0}</b> úkolů z důvodu nedávného <b>selhání</b> na pracovní místo nebo materiál (brzy to zopakujeme).,,
no.task.reason.unreachable.mats.flying,"<b>Nebylo možné získat všechny požadované materiály</b> pro <b>{0}</b> úkoly. Materiály jsou k dispozici, ale mohou být za zamčenými nebo vypnutými dveřmi.",,
no.task.reason.unreachable.mats.grounded,"<b>Nebylo možné získat všechny požadované materiály</b> pro <b>{0}</b> úkoly. Materiály jsou k dispozici, ale pravděpodobně nedostupné, protože <b>tento pracovník nemůže létat</b> nebo protože je za zamčenými nebo vypnutými dveřmi.",,
no.task.reason.unsafe,"Přeskočilo <b>{0}</b> úkolů, protože pracovní místo nebo materiály potřebné pro daný úkol byly na <b>nebezpečném místě</b> (žádný kyslík, příliš chladno, příliš horko).",,
no.task.reason.workable,<b>{0}</b> úkolů je pro tuto bytost <b>funkční</b>.,,
no.tasks.rason.clock.stopped,"Poznámka: <b>Čas je nyní zastaven</b>. Úlohy se vyhodnocují pouze tehdy, když čas běží.",,
no.terraform.controls,"Tato funkce vyžaduje připojení k zařízení Ovládání Teraformace. Prozkoumejte ""Teraformace"" a získejte plán Ovládání Teraformace.",,
no.terraform.target,Žádný cíl k teraformování,,
no.terraform.target.help,"Přibližte se k planetě, kterou lze teraformovat, a zahajte proces teraformace. Planety vhodné k teraformaci najdete na hvězdné mapě tak, že vyhledáte speciální značku poblíž názvu galaxie, soustavy a planety.",,
no.terraformable,Žádné teraformovatelné planety,,
no.terraformable.help,Zatím jste neobjevili žádnou teraformovatelnou planetu. Postavte si teleskop a použijte jej ke skenování pozorovatelného vesmíru pro hledání potenciálních teraformačních cílů.,,
no.toilet,Žádná toaleta,,
no.upgrade,Žádná modernizace,,
no.winch.anchor,Naviják není k dispozici,,
noisy.crowd,Hlučný dav,,
non.controllable.worker,Neřízený pracovník,,
not.achieved.yet,Dosud nedosaženo,,
not.available,Není k dispozici,,
not.configured,Není nakonfigurováno,,
not.customizable.in.demo,Nelze přizpůsobit v ukázce,,
not.customizable.in.demo.storygen,"V demu získáte pouze generátor náhodných příběhů, který není absolutně vyvážený a bude na vás házet zcela náhodné události.",,
not.docked,Nedokuje,,
not.enclosed,Oblast není uzavřená,,
not.enough.ram,Nedostatečná paměť,,
not.enough.ram.info,"Požadovaná paměť: {0} EB, k dispozici: {1} EB. Zkontrolujte energetickou síť nebo postavte další paměťové moduly (odemknou se pomocí výzkumu výpočetní techniky).",,
not.enough.storage,Nedostatek místa na disku,,
not.enough.storage.info,"Požadovaný disk: {0} ZB, dostupný: {1}/{2} ZB. Sestavte si další diskové moduly (odemknuté pomocí Počítačový výzkum).<br><br>Místo na disku můžete také obnovit otevřením nabídky <b><nobr>Uložený výzkum</nobr></b> vlevo a spuštěním <b>Uvolnit</b> na výzkumnou položku.",,
not.growing,Neroste,,
not.in.demo,Není k dispozici v demo verzi,,
not.linked,Není propojeno,,
not.mining.currency,Netěží žádnou měnu,,
not.petted.before,Nikdo předtím nehladil,,
not.powered,Není napájen,,
not.processing,Nezpracovává se. Kapacita fronty: {0},,
not.ready,Není připraveno,,This refers to device that needs some preparation before it can be used
nothing.researched,Žádné známé technologie,,
nothing.to.clean,Není co čistit,,
nothing.to.clean.info,Tento čisticí bot momentálně nedosahuje žádných nečistot.,,
notify.on.discharge,Upozornění na vybití,,
now.playing,Nyní se přehrává: {0},,"This is about music, {0} will be the song name"
now.processing,Zpracování {0} [{1}/{2}],,
nowhere.to.sleep,Není kde spát,,
obj.asteroids.asteroid01,Asteroid,,
obj.asteroids.asteroid01.desc,"Ano, je to tak špatné, jak to vypadá. Držte si palce a doufejte, že do ničeho nenarazí.",2022-03-19,
obj.asteroids.asteroid02,Asteroid,,
obj.asteroids.asteroid02.desc,"Ano, je to tak zlé, jak to vypadá. Držte si palce a doufejte, že do ničeho nenarazí.",2022-03-20,
obj.asteroids.asteroid03,Asteroid,,
obj.asteroids.asteroid03.desc,"Ano, je to tak zlé, jak to vypadá. Držte mu palce a doufejte, že do ničeho nenarazí.",2022-03-21,
obj.asteroids.asteroidmega01,Mega asteroid,,
obj.asteroids.asteroidmega01.desc,Neobvykle velký asteroid. Raději co nejdříve postavte ty kvantové bariéry.,,
obj.asteroids.asteroidmega02,Mega asteroid,,
obj.asteroids.asteroidmega02.desc,Neobvykle velký asteroid. Raději co nejdříve postavte ty kvantové bariéry.,,
obj.asteroids.asteroidmega03,Mega asteroid,,
obj.asteroids.asteroidmega03.desc,Neobvykle velký asteroid. Raději co nejdříve postavte ty kvantové bariéry.,,
obj.asteroids.meteor01,Meteoroid,,
obj.asteroids.meteor01.desc,"Není tak hrozný jako asteroid, ale jejich déšť může způsobit vážné škody.",,
obj.containers.breachcapsuleflying,Narušená kapsle,,
obj.containers.breachcapsuleflying.desc,To nevypadá přátelsky!,,
obj.containers.probeflying,Sonda,,
obj.containers.probeflying.desc,"Vypuštěná sonda, která je na cestě k prozkoumání vzdáleného objektu.",,
obj.containers.stasispodflying,Stázový modul,,
obj.containers.stasispodflying.desc,Stázový modul může obsahovat bytosti v kryospánku a cestovat na velké vzdálenosti vesmírem.,,
obj.containers.storagecapsule,Úložná kapsle,,
obj.containers.storagecapsule.desc,Dárek shůry. Nebo snad ano?,,
obj.eggs.egg01,Neidentifikovaný předmět,,
obj.eggs.egg01.desc,Vypadá jako vejce nadměrné velikosti. Původ neznámý.,,
obj.equipment.clothing.clothing01,Oděv 01,,
obj.equipment.clothing.clothing01.desc,"Kus oděvu. Nic zvláštního, ale lepší než běhat nahý.",,
obj.equipment.clothing.fclothing01,Oblečení (Ž),,
obj.equipment.clothing.fclothing01.desc,"Běžný kus oblečení, který se hodí k ženskému typu postavy.",,
obj.equipment.clothing.fspacesuit01,Vesmírný oblek (Ž),,
obj.equipment.clothing.fspacesuit01.desc,"Vesmírný oblek umožňuje lidem vstupovat do otevřeného vesmíru. K plné funkčnosti vyžaduje kompatibilní helmu. Lidé budou stále potřebovat obytné prostory pro určité činnosti, jako je například konzumace jídla.",2022-08-12,
obj.equipment.clothing.mclothing01,Oblečení (M),,
obj.equipment.clothing.mclothing01.desc,"Běžný kus oblečení, který se hodí pro mužský typ postavy.",,
obj.equipment.clothing.mspacesuit01,Vesmírný oblek (M),,
obj.equipment.clothing.mspacesuit01.desc,"Vesmírný oblek umožňuje lidem vstupovat do otevřeného prostoru. K plné funkčnosti vyžaduje kompatibilní přilbu. Lidé budou stále potřebovat obytné prostory pro určité činnosti, jako je například konzumace jídla.",2022-08-12,
obj.equipment.hats.ncrawler01,Plíživec,,
obj.equipment.hats.ncrawler01.desc,"Tohle NENÍ klobouk, který byste si chtěli vzít na sebe!",,
obj.equipment.hats.nhat01,Klobouk,,
obj.equipment.hats.nhat01.desc,Efektně vypadající klobouk.,,
obj.equipment.hats.nspacehelmet01,Vesmírná přilba,,
obj.equipment.hats.nspacehelmet01.desc,"Umožňuje lidem na omezenou dobu vstoupit do otevřeného prostoru. Vyžaduje vybavení vesmírným skafandrem, aby mohla fungovat.",,
obj.equipment.weapons.energyrifle01,Energetická puška,,
obj.equipment.weapons.energyrifle01.desc,Standardní vesmírná lehká energetická zbraň.,,
obj.materials.atmospheremix,Atmosférický mix,,
obj.materials.atmospheremix.desc,Materiál používaný při terraformaci atmosféry planety.,,
obj.materials.batterycell,Bateriový článek,,
obj.materials.batterycell.desc,Běžný lithiový bateriový článek používaný v elektrických zařízeních.,,
obj.materials.bioenrichedwater,Biologicky obohacená voda,,
obj.materials.bioenrichedwater.desc,Materiál používaný při terraformaci oceánů.,2022-09-23,
obj.materials.biowaste,Bioodpad,,
obj.materials.biowaste.desc,"Odporný materiál, který lze pomocí recyklátoru vyčistit na čistou vodu a cennou biomasu.",,
obj.materials.carbon,Uhlík,,
obj.materials.carbon.desc,"Surovina, kterou lze vytěžit nebo vyrobit spálením něčeho. Může se hromadit jako zbytek v některých reaktorech.",,
obj.materials.carbonfiber,Uhlíkové vlákno,,
obj.materials.carbonfiber.desc,Vysoce odolný a lehký univerzální materiál.,,
obj.materials.coal,Uhlí,,
obj.materials.coal.desc,"Fosilní surovina, kterou lze zpracovat na Uhlí nebo spalovat jako palivo.",,
obj.materials.coffee,Káva,,
obj.materials.coffee.desc,Hřejivý nápoj dodávající energii. Pro některé je důležitější než voda.,,
obj.materials.coffeebeans,Zrnková káva,,
obj.materials.coffeebeans.desc,Lze z nich uvařit kávu,,
obj.materials.copper,Měď,,
obj.materials.copper.desc,"Měkký kov, o něco těžší než železo. Používá se k výrobě kabelů a elektroniky.",,
obj.materials.copperplate,Měděný plech,,
obj.materials.copperplate.desc,"Měkká slitina mědi, která se většinou používá k výrobě různé elektroniky.",,
obj.materials.copperwire,Měděný drát,,
obj.materials.copperwire.desc,Běžný elektrický vodič.,,
obj.materials.crudeoil,Surový olej,,
obj.materials.crudeoil.desc,Surová nezpracovaná ropa,,
obj.materials.flour,Mouka,,
obj.materials.flour.desc,Skvělá na pečení chleba,,
obj.materials.gears,Ozubená kola,,
obj.materials.gears.desc,Různá ozubená kola pro výrobu pohyblivých částí,,
obj.materials.glass,Sklo,,
obj.materials.glass.desc,"Cenná surovina, která je nezbytná k výrobě některých zařízení. Také pro výrobu oken a podlah s úžasným výhledem!",,
obj.materials.grain,Obilí,,
obj.materials.grain.desc,Lze rozemlít na mouku,,
obj.materials.iron,Železo,,
obj.materials.iron.desc,Železná ruda se většinou používá k výrobě ocelových plátů.,,
obj.materials.lithium,Lithium,,
obj.materials.lithium.desc,Základní složka baterií.,,
obj.materials.log,Kláda,,
obj.materials.log.desc,"Použijte ji jako palivo nebo ji zpracujte na dřevo, které lze použít na výrobu nábytku.",,
obj.materials.microchip,Mikročip,,
obj.materials.microchip.desc,Základní součástka pro pracovníky s umělou inteligencí a pokročilá elektronická zařízení.,,
obj.materials.multifertilizer,Multifunkční hnojivo,,
obj.materials.multifertilizer.desc,Materiál používaný při terraformaci biosféry planety.,,
obj.materials.opticalfiber,Optické vlákno,,
obj.materials.opticalfiber.desc,"Vedení pro přenos dat rychlostí světla, často používané v robotice a při výrobě pokročilých elektrických zařízení.",,
obj.materials.organicturf,Organický trávník,,
obj.materials.organicturf.desc,Materiál používaný při teraformaci terénu planety.,,
obj.materials.petroleum,Ropa,,
obj.materials.petroleum.desc,"Produkt z ropy, který se používá při výrobě dalších surovin, jako je guma nebo plast.",,
obj.materials.plantfiber,Rostlinná vlákna,,
obj.materials.plantfiber.desc,Živina získávaná z většiny rostlin. Používá se mimo jiné k výrobě potravin.,,
obj.materials.plastic,Plast,,
obj.materials.plastic.desc,"Tvrdý syntetický materiál, běžně používaný při výrobě elektroniky a malých zařízení.",,
obj.materials.protein,Protein,,
obj.materials.protein.desc,Živina získávaná z živých organismů na bázi masa. Nezbytná součást gurmánských pokrmů.,,
obj.materials.quartz,Křemen,,
obj.materials.quartz.desc,Běžný minerál používaný k výrobě skla.,,
obj.materials.rock,Hornina,,
obj.materials.rock.desc,"Látka podobná kameni, kterou lze rozemlít na půdu a která je nezbytná pro více systémů podporujících život. Může uvnitř obsahovat další materiály.",2022-03-30,
obj.materials.rubber,Guma,,
obj.materials.rubber.desc,Pružný materiál široce používaný v různých strojích a zařízeních.,,
obj.materials.silicon,Křemík,,
obj.materials.silicon.desc,Používá se při výrobě desek s plošnými spoji a mikročipů.,,
obj.materials.soil,Půda,,
obj.materials.soil.desc,Jemnozrnné kousky půdy a horniny vhodné pro výsadbu.,,
obj.materials.steel,Ocelový plech,,
obj.materials.steel.desc,"Běžný materiál používaný ve vesmírných lodích, který se nachází ve vracích nebo se vyrábí tavením železné rudy vytěžené na asteroidech.",,
obj.materials.titanium,Titan,,
obj.materials.titanium.desc,"Lehká, pevná kovová ruda.",,
obj.materials.titaniumplate,Titanový plát,,
obj.materials.titaniumplate.desc,"Pevný, lehký kovový plát.",,
obj.materials.transistor,Tranzistor,,
obj.materials.transistor.desc,Základní součást elektrických zařízení.,,
obj.materials.uranium,Uran,,
obj.materials.uranium.desc,Radioaktivní těžký prvek používaný především v jaderných reaktorech. Vysoký výkon.,,
obj.materials.water,Voda,,
obj.materials.water.desc,Ve vesmíru je mnohem cennější než zlato.,,
obj.materials.wood,Dřevo,,
obj.materials.wood.desc,"Surovina získávaná kácením některých rostlin. Vyrábí nábytek, který voní jako doma.",,
obj.meals.bread,Chléb,,
obj.meals.bread.desc,Chutná jako domov.,,
obj.meals.soyburger,Sójový hamburger,,
obj.meals.soyburger.desc,"Když ho utopíte v kečupu, chutná skoro jako pravý!",,
obj.meals.survivalmeal,Jídlo pro přežití,,
obj.meals.survivalmeal.desc,"Chutná jako použitá houba, ale hej, je to výživné!",,
obj.misc.biowastebullet,kulka z bioodpadu,,
obj.misc.biowastebullet.desc,"Jedovatá střela, která způsobuje poškození kyselinou.",,
obj.misc.c42,C42,,
obj.misc.c42.desc,"Moderní nástupce klasické výbušniny C4, kterou na staré Zemi hojně používala armáda.",,
obj.misc.energybullet,Energetická střela,,
obj.misc.energybullet.desc,"Výbušná energetická střela, která při nárazu způsobí malý výbuch.",,
obj.misc.waterbullet,Vodní střela,,
obj.misc.waterbullet.desc,"Skvěle se hodí, když potřebujete uhasit požár nebo způsobit lehké poškození nepřátelské bytosti.",,
obj.plants.coffeetree,Kávovník,,
obj.plants.coffeetree.desc,"Malý strom, na kterém rostou vzácná kávová zrna.",,
obj.plants.oak,Dub,,
obj.plants.oak.desc,"Silný strom, který je skvělým zdrojem dřeva.",,
obj.plants.wheat,Pšenice,,
obj.plants.wheat.desc,"Běžná rostlinná kultura, která dobře roste v nulové gravitaci.",,
obj.shuttles.shuttleflying,Létající raketoplán,,
obj.shuttles.shuttleflying.desc,Raketoplán ve středním letu.,,
obj.upgrades.asimovoverrideupgrade,Asimovův přepis,,
obj.upgrades.asimovoverrideupgrade.desc,"Technologie cizí umělé inteligence, která nahrazuje Asimovův modul regulátoru a umožňuje ignorovat tři zákony robotiky.",,
obj.upgrades.autoconnectupgrade,Vylepšení automatického připojení,,
obj.upgrades.autoconnectupgrade.desc,Po instalaci do lodního počítače toto vylepšení automaticky připojí nově postavená nebo opravená zařízení k vaší elektrické síti.,,
obj.upgrades.diskcompressionupgrade,Vylepšení komprese disku,,
obj.upgrades.diskcompressionupgrade.desc,Pokročilý kompresní algoritmus s nízkou režií v reálném čase poskytovaný tímto čipem přidá 50 % místa na disku navíc jakémukoli kompatibilnímu zařízení s diskovou pamětí. Upgrade je stohovatelný.,,
obj.upgrades.processorefficiencyupgrade,Upgrade efektivity procesoru,,
obj.upgrades.processorefficiencyupgrade.desc,"Umožňuje zpracovatelským zařízením (pece, extraktory živin, mlýnky atd.) pracovat o 33 % rychleji. Více upgradů se stohuje.",,
obj.upgrades.reactorefficiencyupgrade,Vylepšení účinnosti reaktoru,,
obj.upgrades.reactorefficiencyupgrade.desc,Umožňuje kompatibilním reaktorům spotřebovat o 33 % méně materiálu k výrobě stejného množství energie. Více vylepšení se střádá.,,
obj.upgrades.shuttlestorageupgrade,Vylepšení skladování raketoplánů,,
obj.upgrades.shuttlestorageupgrade.desc,Rozšíří vnitřní úložný prostor raketoplánu o 100.,,
obj.upgrades.starcredsminingupgrade,Těžař hvězdných křídel,,
obj.upgrades.starcredsminingupgrade.desc,Umožňuje těžbu kryptoměny Starcreds v lodním počítači.,,
object.in.unsafe.area,Objekt v nebezpečné oblasti,,
object.in.unsafe.area.desc,"Tento objekt je určen pro živé bytosti, ale nachází se v nebezpečném prostředí, do kterého se bez skafandru nemusí dostat.<br><br>Při řešení problému použijte překryvy místností, teploty a kyslíku.",,
object.no.longer.available,Objekt byl zničen,,
objects,Objekty,,
objects.cosmetics.emblem1x1,Malý emblém,,
objects.cosmetics.emblem1x1.desc,Svou loď můžete ozdobit vlastními emblémy.,,
objects.cosmetics.emblem2x2,Střední emblém,,
objects.cosmetics.emblem2x2.desc,Svou loď můžete ozdobit vlastními emblémy.,,
objects.cosmetics.emblem3x3,Velký emblém,,
objects.cosmetics.emblem3x3.desc,Svou loď můžete ozdobit vlastními emblémy.,,
objects.devices.assembler,Montér,,
objects.devices.assembler.desc,Univerzální montážní zařízení pro výrobu předmětů ze surovin. Vyžaduje další výzkum k odemčení plánů.,,
objects.devices.autodoc,AutoDoktor,,
objects.devices.autodoc.desc,"Pokročilý lékařský modul, který dokáže provádět mikrochirurgické zákroky a léčit různé zdravotní potíže.",,
objects.devices.autokitchen,Automatická kuchyně,,
objects.devices.autokitchen.desc,Tiskne potraviny pro vaše kolonisty.,,
objects.devices.battery,Baterie ({0}kW),,
objects.devices.battery.desc,Běžná baterie pro ukládání energie. Může produkovat až {0}kW.,,
objects.devices.battery2,Baterie ({0}kW),,
objects.devices.battery2.desc,Velká baterie pro ukládání energie. Může produkovat až {0}kW.,,
objects.devices.battery3,Jaderná baterie ({0}kW),,
objects.devices.battery3.desc,Obrovská baterie s jaderným pohonem pro ukládání energie. Může produkovat až {0}kW.,,
objects.devices.betawavetransceiver,Vysílač beta vln,,
objects.devices.betawavetransceiver.desc,Po aktivaci vám toto zařízení umožní ovlivňovat biologické bytosti změnou jejich pracovních priorit a dávat jim přímé příkazy.,,
objects.devices.beveragecooler,Chladič nápojů,,
objects.devices.beveragecooler.desc,Úložiště pro nápoje.,,
objects.devices.breachcapsule,Port pro kapsle,,
objects.devices.breachcapsule.desc,"Uh oh. Vypadá to, že se na někoho chystá nájezd!",,
objects.devices.bridgecontrols,Ovládání můstku,,
objects.devices.bridgecontrols.desc,"Přidává funkci autopilota, která umožňuje přístup ke hvězdné mapě a umožňuje cestování vesmírem.",,
objects.devices.chargestation,Nabíjecí stanice,,
objects.devices.chargestation.desc,"Místo pro dobíjení robotů a dronů. Doporučujeme mít více než jednu. Pokud vaši pracovníci neustále myslí na elektřinu, pravděpodobně jich potřebujete více.",,
objects.devices.cleaningbotdock,Dok pro úklidové roboty,,
objects.devices.cleaningbotdock.desc,"Parkovací místo pro jednoho čisticího bota. Dobíjí bota, když je v nečinnosti.",,
objects.devices.cloningpod,Klonovací pod,,
objects.devices.cloningpod.desc,Vypěstujte si vlastní kolonisty pomocí tohoto vysoce pokročilého laboratorního zařízení.,,
objects.devices.coffeemaker,Kávovar,,
objects.devices.coffeemaker.desc,Naložte několik zrn a uvaří vám horkou kávu.,,
objects.devices.communicator,Komunikátor,,
objects.devices.communicator.desc,Umožňuje vám komunikovat s ostatními vesmírnými loděmi.,,
objects.devices.converter,Převodník,,
objects.devices.converter.desc,Přeměňuje molekulární strukturu určitých materiálů a přeměňuje tak zdroje z jednoho typu na jiný.,,
objects.devices.cookingstation,Vařicí stanice,,
objects.devices.cookingstation.desc,Ručně ovládaná minikuchyňka s vařičem.,,
objects.devices.cpumodule,Modul CPU ({0}Thz),2022-03-31,
objects.devices.cpumodule.desc,"Modul CPU přispěje výpočetním výkonem k vaší neuronové síti, což vám umožní ovládat více pracovníků současně.",,
objects.devices.cpumodulemini,Modul CPU ({0}Thz),2022-03-31,
objects.devices.cpumodulemini.desc,"Modul CPU přispěje výpočetním výkonem k vaší neuronové síti, což vám umožní ovládat více pracovníků současně.",,
objects.devices.craftingstation,Řemeslná stanice,,
objects.devices.craftingstation.desc,"Poloautomatická řemeslná stanice, která vyžaduje lidskou obsluhu.",,
objects.devices.directionalturret,Směrová věž,,
objects.devices.directionalturret.desc,Základní směrová energetická zbraň. K nabíjení potřebuje elektřinu.,,
objects.devices.disassembler,Demontážní stroj,,
objects.devices.disassembler.desc,"Zpracovává rozbité stroje (roboty, drony, roboty atd.), aby získal suroviny.",,
objects.devices.diskmodule,Diskový modul ({0}ZB),,
objects.devices.diskmodule.desc,"{0} Zettabajty trvalého úložiště pro výsledky vašeho výzkumu a další data. Potřebuje malé množství elektřiny, aby bylo možné do něj zapisovat. Všimněte si, že lodní počítač nezjistí nově připojené moduly, dokud je čas zastaven.",,
objects.devices.diskmodulemini,Diskový modul ({0}ZB),,
objects.devices.diskmodulemini.desc,"{0} Zettabajty trvalého úložiště pro výsledky vašeho výzkumu a další data. Potřebuje malé množství elektřiny, aby bylo možné do něj zapisovat. Všimněte si, že lodní počítač nezjistí nově připojené moduly, dokud je čas zastaven.",,
objects.devices.emergencysiren,Nouzová siréna,,
objects.devices.emergencysiren.desc,"Aktivujte nouzovou sirénu a shromážděte všechny v oblasti, kde se nachází. Skvěle se hodí pro nouzové místnosti v budovách.",,
objects.devices.energyconnector,Konektor {0}-{1},,"{0} is capacity (number of slots), {1} is range (how far it can reach). Both are numeric values. It will be like ""Connector 8-24""."
objects.devices.energyconnector.desc,Bezdrátový elektrický konektor s {0} zásuvkami pro vaše zařízení. Připojí zařízení v okruhu {1} dlaždice. Konektory můžete řetězit dohromady a rozšířit tak dosah své sítě.,,
objects.devices.energyconnectorbig,Konektor {0}-{1},,"{0} is capacity (number of slots), {1} is range (how far it can reach). Both are numeric values. It will be like ""Connector 8-24""."
objects.devices.energyconnectorbig.desc,Bezdrátový elektrický konektor s {0} zásuvkami pro vaše zařízení. Připojuje zařízení v okruhu {1} dlaždic.,,
objects.devices.fabricator,Fabrikátor,,
objects.devices.fabricator.desc,"Pokročilá verze montéra, která dokáže vyrábět mnohem větší a sofistikovanější zařízení.",,
objects.devices.floorsocket,Podlahová zásuvka {0}-{1},,"{0} is capacity (number of slots), {1} is range (how far it can reach). Both are numeric values. It will be like ""Floor Socket 8-24""."
objects.devices.floorsocket.desc,Konektor krátkého dosahu pro organizaci elektrické sítě. Nabízí {0} slotů pro připojení s dosahem {1}.,,"{0} is a number of slots, {1} is a number that shows how far the connector can reach. There is no unit of measurement, it is refering to number of tiles on the game grid."
objects.devices.fluidcannon,Kapalinové dělo,,
objects.devices.fluidcannon.desc,"Způsobuje velmi malé poškození bytostem, ale střílí a hasí oheň.",,
objects.devices.fridge,Chladnička,,
objects.devices.fridge.desc,Úložiště potravin. Případně také na léky nebo jiné předměty podléhající rychlé zkáze.,2022-06-15,
objects.devices.ftldrive,Nadsvětelný pohon,,
objects.devices.ftldrive.desc,"Pohonné zařízení založené na zakřivení prostoru, které ohýbá časoprostor před vaší lodí a umožňuje tak dosáhnout rychlosti vyšší než světlo.<br><br>Lze použít pouze při dálkových letech.",,
objects.devices.furnace,Pec,,
objects.devices.furnace.desc,"Vysoká pec, která se obvykle používá k tavení kovových rud na použitelné materiály.",,
objects.devices.fusiondrive,Fúzní pohon,,
objects.devices.fusiondrive.desc,Fúzní pohon poháněný elektřinou. Nezbytný pro cestování napříč různými hvězdnými systémy.,2022-01-07,
objects.devices.grinder,Drtič,,
objects.devices.grinder.desc,Slouží k rozmělnění větších materiálů na jemnější. Použijte jej k přeměně hornin na půdu nebo uhlí na uhlík.,,
objects.devices.heater,Ohřívač,,
objects.devices.heater.desc,Spotřebovává elektrickou energii na zvýšení teploty na 21 °C. Větší prostory vyžadují více než jednu. Jejich stavba blízko sebe nepřináší žádné výhody.,,
objects.devices.heatermini,Mini ohřívač,,
objects.devices.heatermini.desc,Kompaktní osobní ohřívač doporučený pro malé prostory.,,
objects.devices.heatsink,Chladič,,
objects.devices.heatsink.desc,"Postavte jej v blízkosti lodního počítače, abyste zpomalili proces přehřívání. Přidání více než několika bude mít klesající účinek.",,"Example of diminishing effect: Having 1 heatsink will reduce by 30%, having 2 will reduce by 50%, having 3 will reduce by 60%, having 10 will reduce by 70%. "
objects.devices.lightblock,Světelný blok,,
objects.devices.lightblock.desc,Konfigurovatelný zdroj světla s podporou RGB. Vypadá skvěle a jasně svítí.,,
objects.devices.loom,Tkalcovna,,
objects.devices.loom.desc,"Zařízení, které dokáže tkát různé materiály a vyrábět oblečení.",,
objects.devices.matterreactor,Reaktor hmoty ({0}kW),,
objects.devices.matterreactor.desc,"Velký reaktor, který spaluje suroviny a vyrábí elektřinu. Je účinnější než malá verze. Může vyrábět až {0}kW. Skutečný výkon se může lišit v závislosti na poptávce po elektřině v síti. Pokud máte nedostatek elektřiny a reaktor nefunguje, je pravděpodobné, že energie, kterou vyrábí, nestačí pokrýt poptávku. V takovém případě doporučujeme konzultovat překrytí elektrické sítě. Občas se stane, že samočisticí sekvence vyvrhne kousky zbytků uhlíku.",,
objects.devices.matterreactormini,Hmotnostní reaktor ({0}kW),,
objects.devices.matterreactormini.desc,"Kompaktní reaktor, který spaluje suroviny za účelem výroby elektřiny. Může vyrábět až {0}kW. Skutečný výkon se může lišit v závislosti na poptávce po elektřině v síti. Pokud máte nedostatek elektřiny a reaktor nefunguje, je pravděpodobné, že {0}kW, které vyrábí, nestačí pokrýt poptávku. V takovém případě doporučujeme konzultovat překrytí elektrické sítě. Občas se stane, že samočisticí sekvence vyvrhne kousky zbytků uhlíku.",,
objects.devices.memorymodule,Paměťový modul ({0}EB),,
